"","X","gotuheiti","postnr","tegund","verd","herbergi","size","nyskrad","fermverd","date"
"3630",12,"Rauðhamrar",112,"Fjölbýli",45900000,5,135.8,"2017-01-14",337997,"2017-01-01"
"3631",13,"Lerkihlíð",105,"Fjölbýli",69000000,4,184.3,"2017-01-14",374390,"2017-01-01"
"3632",14,"Kópavogsbraut",200,"Fjölbýli",34900000,2,62.7,"2017-01-14",556619,"2017-01-01"
"3633",15,"Freyjubrunnur",113,"Fjölbýli",34900000,2,66.3,"2017-01-14",526395,"2017-01-01"
"3634",16,"Grettisgata",101,"Fjölbýli",34900000,2,71.2,"2017-01-14",490169,"2017-01-01"
"3635",17,"Stakkholt",105,"Fjölbýli",43900000,2,82.6,"2017-01-14",531477,"2017-01-01"
"3636",18,"Stakkholt",105,"Fjölbýli",42900000,2,80.2,"2017-01-14",534913,"2017-01-01"
"3637",19,"Víðimelur",107,"Fjölbýli",39900000,3,84.7,"2017-01-14",471074,"2017-01-01"
"3639",21,"Freyjubrunnur",113,"Fjölbýli",44900000,3,105.2,"2017-01-14",426806,"2017-01-01"
"3640",22,"Garðatorg",210,"Fjölbýli",57500000,3,119.2,"2017-01-14",482383,"2017-01-01"
"3641",23,"Strandvegur",210,"Fjölbýli",54700000,3,124.2,"2017-01-14",440419,"2017-01-01"
"3642",24,"Bræðraborgarstígur",101,"Fjölbýli",49900000,5,107,"2017-01-14",466355,"2017-01-01"
"3643",25,"Freyjugata",101,"Einbýli",68000000,6,137.2,"2017-01-14",495627,"2017-01-01"
"3644",1,"Þorláksgeisli ",113,"Fjölbýli",44900000,4,139.9,"2017-01-15",320944,"2017-01-01"
"3647",5,"Garðatorg",210,"Fjölbýli",85000000,4,143.1,"2017-01-15",593990,"2017-01-01"
"3648",6,"Garðatorg",210,"Fjölbýli",145000000,4,187.1,"2017-01-15",774987,"2017-01-01"
"3649",7,"Garðatorg",210,"Fjölbýli",74800000,4,143.1,"2017-01-15",522711,"2017-01-01"
"3650",8,"Melbraut",250,"Einbýli",22500000,5,184,"2017-01-15",122283,"2017-01-01"
"3652",10,"Lyngás",210,"Fjölbýli",51900000,5,116.7,"2017-01-15",444730,"2017-01-01"
"3653",11,"Lyngás",210,"Fjölbýli",49200000,5,112.7,"2017-01-15",436557,"2017-01-01"
"3654",12,"Gnoðarvogur",104,"Fjölbýli",58800000,4,152.1,"2017-01-15",386588,"2017-01-01"
"3656",14,"Erluhólar",111,"Hæðir",42400000,4,130.7,"2017-01-15",324407,"2017-01-01"
"3657",15,"Sævargarðar (opið hús)",170,"Einbýli",83500000,6,192,"2017-01-15",434896,"2017-01-01"
"3658",16,"Engjaþing",203,"Fjölbýli",49700000,3,140.1,"2017-01-15",354747,"2017-01-01"
"3659",17,"Bogahlíð (opið hús)",105,"Fjölbýli",53900000,3,115.4,"2017-01-15",467071,"2017-01-01"
"3660",18,"Lundarbrekka",200,"Fjölbýli",34900000,3,86.5,"2017-01-15",403468,"2017-01-01"
"3661",19,"Freyjubrunnur Penthouse",113,"Fjölbýli",64900000,3,116.5,"2017-01-15",557082,"2017-01-01"
"3662",20,"Þórsgata",101,"Fjölbýli",32700000,3,57.7,"2017-01-15",566724,"2017-01-01"
"3663",1,"Eyrarholt",220,"Fjölbýli",34900000,4,92.9,"2017-01-16",375673,"2017-01-01"
"3664",2,"Erluás Opið Hús",221,"Einbýli",88900000,7,332.7,"2017-01-16",267208,"2017-01-01"
"3665",3,"Tjarnarmói",800,"Par/Raðhús",26400000,4,165,"2017-01-16",160000,"2017-01-01"
"3666",4,"Eyrargata",820,"Einbýli",24500000,4,126.4,"2017-01-16",193829,"2017-01-01"
"3667",5,"Ástjörn",800,"Fjölbýli",24100000,3,69.3,"2017-01-16",347763,"2017-01-01"
"3668",6,"Seljudalur",260,"Par/Raðhús",44900000,4,148.8,"2017-01-16",301747,"2017-01-01"
"3669",7,"Klængsbúð",815,"Par/Raðhús",37900000,4,196.8,"2017-01-16",192581,"2017-01-01"
"3670",8,"Engjaþing ",203,"Fjölbýli",51900000,3,139.7,"2017-01-16",371510,"2017-01-01"
"3671",9,"Aspardalur",260,"Einbýli",61900000,7,246,"2017-01-16",251626,"2017-01-01"
"3672",10,"Klapparstígur",260,"Einbýli",33500000,4,158.4,"2017-01-16",211490,"2017-01-01"
"3673",11,"Vallakór",203,"Fjölbýli",51900000,3,142.6,"2017-01-16",363955,"2017-01-01"
"3674",12,"Glósalir ",201,"Fjölbýli",47900000,4,121.1,"2017-01-16",395541,"2017-01-01"
"3675",13,"Garðatorg",210,"Fjölbýli",85500000,4,137.3,"2017-01-16",622724,"2017-01-01"
"3676",14,"Engjaþing ",203,"Fjölbýli",49800000,3,140.6,"2017-01-16",354196,"2017-01-01"
"3677",15,"Engjaþing ",203,"Fjölbýli",58900000,4,166.7,"2017-01-16",353329,"2017-01-01"
"3679",18,"Básahraun",815,"Einbýli",42900000,4,171.3,"2017-01-16",250438,"2017-01-01"
"3681",21,"Helgubraut",200,"Par/Raðhús",65000000,7,263.5,"2017-01-16",246679,"2017-01-01"
"3682",22,"Sundlaugavegur",105,"Hæðir",57900000,6,175.2,"2017-01-16",330479,"2017-01-01"
"3683",24,"Bjallavað",110,"Fjölbýli",35500000,2,87.5,"2017-01-16",405714,"2017-01-01"
"3684",25,"Njálsgata",101,"Fjölbýli",37900000,3,80.9,"2017-01-16",468480,"2017-01-01"
"3686",2,"Háholt",220,"Fjölbýli",36900000,4,109.3,"2017-01-17",337603,"2017-01-01"
"3689",5,"Svöluás",221,"Fjölbýli",36500000,3,86.9,"2017-01-17",420023,"2017-01-01"
"3690",6,"Skipagata",600,"Fjölbýli",36500000,4,88.1,"2017-01-17",414302,"2017-01-01"
"3691",7,"Tjaldhólar",800,"Par/Raðhús",37900000,4,158.7,"2017-01-17",238815,"2017-01-01"
"3692",9,"Rjúpufell",111,"Par/Raðhús",49900000,5,203.8,"2017-01-17",244848,"2017-01-01"
"3693",10,"Hólagata",245,"Einbýli",20500000,2,75,"2017-01-17",273333,"2017-01-01"
"3694",13,"Lyngmói",800,"Par/Raðhús",32000000,5,221.1,"2017-01-17",144731,"2017-01-01"
"3695",14,"Lyngás",210,"Fjölbýli",79900000,4,170.6,"2017-01-17",468347,"2017-01-01"
"3698",17,"Krummahólar",111,"Fjölbýli",32500000,3,95.5,"2017-01-17",340314,"2017-01-01"
"3699",18,"Tjarnabakki",260,"Fjölbýli",35900000,4,151.5,"2017-01-17",236964,"2017-01-01"
"3700",20,"Garðatorg",210,"Fjölbýli",39900000,2,79.4,"2017-01-17",502519,"2017-01-01"
"3701",21,"Háakinn",220,"Fjölbýli",31900000,3,78.1,"2017-01-17",408451,"2017-01-01"
"3703",24,"Háholt",220,"Fjölbýli",26700000,2,66.1,"2017-01-17",403933,"2017-01-01"
"3704",25,"Arnarhraun",220,"Fjölbýli",27500000,2,59.8,"2017-01-17",459866,"2017-01-01"
"3705",1,"Eyrarholt",220,"Fjölbýli",34900000,4,92.9,"2017-01-18",375673,"2017-01-01"
"3706",2,"Urðarholt",270,"Fjölbýli",28500000,3,69.9,"2017-01-18",407725,"2017-01-01"
"3707",3,"Barmahlíð",603,"Einbýli",55000000,10,306.5,"2017-01-18",179445,"2017-01-01"
"3708",9,"Jaðarsbraut",300,"Fjölbýli",32900000,5,175.1,"2017-01-18",187893,"2017-01-01"
"3709",11,"Dalbraut",620,"Einbýli",38000000,6,192.4,"2017-01-18",197505,"2017-01-01"
"3710",12,"Vesturgata",230,"Einbýli",23900000,5,122.6,"2017-01-18",194943,"2017-01-01"
"3711",13,"Sólvallagata",101,"Fjölbýli",28900000,3,66.7,"2017-01-18",433283,"2017-01-01"
"3712",14,"Jörundarholt",300,"Einbýli",45000000,4,165.1,"2017-01-18",272562,"2017-01-01"
"3713",15,"Kleppsvegur",104,"Fjölbýli",38900000,4,119.5,"2017-01-18",325523,"2017-01-01"
"3714",16,"Laugarnesvegur",105,"Fjölbýli",48900000,3,108.8,"2017-01-18",449449,"2017-01-01"
"3715",18,"Vesturgata",101,"Fjölbýli",24900000,1,41.8,"2017-01-18",595694,"2017-01-01"
"3716",19,"Heiðarból",230,"Fjölbýli",18000000,2,62.1,"2017-01-18",289855,"2017-01-01"
"3717",20,"Hrísmóar   ,",210,"Fjölbýli",43500000,3,113.8,"2017-01-18",382250,"2017-01-01"
"3718",21,"Fannafold",112,"Par/Raðhús",56900000,5,137.6,"2017-01-18",413517,"2017-01-01"
"3719",22,"Klukkuberg Opið Hús",221,"Fjölbýli",43900000,4,140.8,"2017-01-18",311790,"2017-01-01"
"3720",23,"Lækjamót",245,"Einbýli",42500000,4,237.5,"2017-01-18",178947,"2017-01-01"
"3722",25,"Miðsalir",201,"Einbýli",68900000,6,212.7,"2017-01-18",323930,"2017-01-01"
"3723",1,"Birkimelur",107,"Fjölbýli",41500000,3,90,"2017-01-19",461111,"2017-01-01"
"3724",2,"Mávahlíð",105,"Hæðir",29500000,2,45.6,"2017-01-19",646930,"2017-01-01"
"3725",3,"Selvogsgrunn",104,"Einbýli",110000000,7,253.7,"2017-01-19",433583,"2017-01-01"
"3726",4,"Íragerði",825,"Einbýli",28600000,4,160.7,"2017-01-19",177971,"2017-01-01"
"3727",6,"Iðufell",111,"Fjölbýli",26300000,3,68.9,"2017-01-19",381713,"2017-01-01"
"3728",8,"Lækjargata",600,"Einbýli",24500000,2,80.4,"2017-01-19",304726,"2017-01-01"
"3729",10,"Hjaltabakki",109,"Fjölbýli",26900000,2,73.2,"2017-01-19",367486,"2017-01-01"
"3731",12,"Vitastígur (opið Hús)",220,"Fjölbýli",29500000,3,62.5,"2017-01-19",472000,"2017-01-01"
"3733",14,"Álsvellir",230,"Einbýli",34500000,5,150,"2017-01-19",230000,"2017-01-01"
"3734",15,"Böggvisbraut",620,"Einbýli",34000000,7,216.4,"2017-01-19",157116,"2017-01-01"
"3737",19,"Gnitaheiði",200,"Par/Raðhús",65000000,4,189.7,"2017-01-19",342646,"2017-01-01"
"3738",20,"Ásabraut",230,"Fjölbýli",18000000,3,102,"2017-01-19",176471,"2017-01-01"
"3740",22,"Vesturberg",111,"Fjölbýli",25900000,2,63.6,"2017-01-19",407233,"2017-01-01"
"3742",25,"Tjarnarlundur",600,"Fjölbýli",15200000,2,52.5,"2017-01-19",289524,"2017-01-01"
"3743",1,"Laugarnesvegur",105,"Fjölbýli",36900000,3,74,"2017-01-20",498649,"2017-01-01"
"3744",3,"Hraunhólar",800,"Par/Raðhús",31500000,4,187.8,"2017-01-20",167732,"2017-01-01"
"3745",5,"Hraunbær",110,"Fjölbýli",31800000,3,95.6,"2017-01-20",332636,"2017-01-01"
"3746",6,"Suðurgata",101,"Einbýli",139900000,9,268.3,"2017-01-20",521431,"2017-01-01"
"3747",7,"Varmahlíð",810,"Einbýli",27700000,4,97.9,"2017-01-20",282942,"2017-01-01"
"3748",8,"Hellagata",210,"Fjölbýli",49900000,4,120.2,"2017-01-20",415141,"2017-01-01"
"3749",9,"Bólstaðarhlíð",105,"Fjölbýli",38600000,3,61.9,"2017-01-20",623586,"2017-01-01"
"3750",10,"Langalína",210,"Fjölbýli",52900000,3,129.9,"2017-01-20",407236,"2017-01-01"
"3751",11,"Vallarás (opið Hús)",110,"Fjölbýli",32850000,3,69.6,"2017-01-20",471983,"2017-01-01"
"3752",12,"Hjallabraut (opið Hús)",220,"Fjölbýli",41900000,5,133.6,"2017-01-20",313623,"2017-01-01"
"3753",13,"Bankastræti",101,"Fjölbýli",34900000,2,56.5,"2017-01-20",617699,"2017-01-01"
"3754",14,"Miðbraut",170,"Fjölbýli",35900000,3,64.7,"2017-01-20",554869,"2017-01-01"
"3755",17,"Goðheimar",104,"Fjölbýli",40900000,4,113.4,"2017-01-20",360670,"2017-01-01"
"3756",18,"Tjarnargata",190,"Einbýli",42500000,5,187.9,"2017-01-20",226184,"2017-01-01"
"3757",19,"Fellsmúli",108,"Fjölbýli",27900000,2,58.3,"2017-01-20",478559,"2017-01-01"
"3759",21,"Rósarimi",112,"Fjölbýli",31900000,3,80,"2017-01-20",398750,"2017-01-01"
"3760",23,"Hringbraut",107,"Fjölbýli",33900000,2,59.6,"2017-01-20",568792,"2017-01-01"
"3761",24,"Kjarnagata",600,"Fjölbýli",26500000,2,69.9,"2017-01-20",379113,"2017-01-01"
"3763",1,"Grandavegur - Opið Hús",107,"Fjölbýli",68400000,4,143.8,"2017-01-21",475661,"2017-01-01"
"3765",4,"Hlíðarhjalli ",200,"Fjölbýli",35000000,3,78.4,"2017-01-21",446429,"2017-01-01"
"3766",5,"Barðavogur - Opið Hús ",104,"Fjölbýli",44700000,4,87.8,"2017-01-21",509112,"2017-01-01"
"3768",8,"Skarðsbraut",300,"Fjölbýli",28900000,4,113.1,"2017-01-21",255526,"2017-01-01"
"3769",9,"Melhólar",800,"Par/Raðhús",26000000,3,77.2,"2017-01-21",336788,"2017-01-01"
"3770",10,"Núpabakki",109,"Par/Raðhús",55900000,6,216.5,"2017-01-21",258199,"2017-01-01"
"3771",11,"Ennishvarf",203,"Fjölbýli",51900000,4,147.1,"2017-01-21",352821,"2017-01-01"
"3772",12,"Kóngsbakki",109,"Fjölbýli",33700000,4,96.8,"2017-01-21",348140,"2017-01-01"
"3773",13,"Digranesvegur",200,"Fjölbýli",39900000,4,115.1,"2017-01-21",346655,"2017-01-01"
"3774",14,"Meðalholt",105,"Fjölbýli",32900000,3,77.3,"2017-01-21",425614,"2017-01-01"
"3775",15,"Grandavegur",107,"Fjölbýli",24900000,2,41.4,"2017-01-21",601449,"2017-01-01"
"3776",16,"Þórsgata - Opið Hús",101,"Fjölbýli",31900000,3,57.7,"2017-01-21",552860,"2017-01-01"
"3777",17,"Lautasmári",203,"Fjölbýli",39800000,3,96.7,"2017-01-21",411582,"2017-01-01"
"3778",18,"Burknavellir",221,"Fjölbýli",49900000,5,157.6,"2017-01-21",316624,"2017-01-01"
"3779",19,"Freyjubrunnur",113,"Fjölbýli",42900000,3,92.1,"2017-01-21",465798,"2017-01-01"
"3780",20,"Hringbraut ",107,"Fjölbýli",44900000,3,92.5,"2017-01-21",485405,"2017-01-01"
"3782",22,"Lundarbrekka",200,"Fjölbýli",37500000,5,109.1,"2017-01-21",343721,"2017-01-01"
"3783",23,"Svöluás",221,"Fjölbýli",36500000,3,86.9,"2017-01-21",420023,"2017-01-01"
"3785",25,"Tómasarhagi",107,"Fjölbýli",42900000,3,84,"2017-01-21",510714,"2017-01-01"
"3789",5,"Glósalir ",201,"Fjölbýli",47900000,4,121.1,"2017-01-22",395541,"2017-01-01"
"3790",6,"Sóltún",800,"Par/Raðhús",32900000,3,119.8,"2017-01-22",274624,"2017-01-01"
"3791",7,"Sólbakki",760,"Einbýli",15900000,5,168.7,"2017-01-22",94250,"2017-01-01"
"3794",10,"Meðalholt Tvær Íbúðir",105,"Fjölbýli",39500000,5,84.2,"2017-01-22",469121,"2017-01-01"
"3795",11,"Daltún",200,"Einbýli",88800000,10,302.8,"2017-01-22",293263,"2017-01-01"
"3796",12,"Heiðarhvammur",230,"Fjölbýli",20900000,3,77.7,"2017-01-22",268983,"2017-01-01"
"3798",14,"Laxatunga",270,"Par/Raðhús",35900000,4,126.5,"2017-01-22",283794,"2017-01-01"
"3799",15,"Hverfisgata",101,"Fjölbýli",25900000,2,37.6,"2017-01-22",688830,"2017-01-01"
"3800",16,"Grandavegur - Opið Hús",107,"Fjölbýli",68500000,4,142.7,"2017-01-22",480028,"2017-01-01"
"3801",17,"Grandavegur - Opið Hús",107,"Fjölbýli",68900000,4,143.8,"2017-01-22",479138,"2017-01-01"
"3802",18,"Mjósund",220,"Fjölbýli",36500000,4,109.9,"2017-01-22",332120,"2017-01-01"
"3804",20,"Sólvallagata",101,"Fjölbýli",45900000,4,101.3,"2017-01-22",453110,"2017-01-01"
"3805",21,"Jöklasel (opið hús)",109,"Fjölbýli",34900000,3,97.6,"2017-01-22",357582,"2017-01-01"
"3810",2,"Grímsholt",250,"Par/Raðhús",29900000,4,146.6,"2017-01-23",203956,"2017-01-01"
"3811",3,"Þríhyrningur Ii",601,"Einbýli",27000000,7,176.6,"2017-01-23",152888,"2017-01-01"
"3812",4,"Heiðarból",230,"Einbýli",48500000,4,192.3,"2017-01-23",252210,"2017-01-01"
"3813",6,"Nýjabæjarbraut",900,"Einbýli",25900000,5,149,"2017-01-23",173826,"2017-01-01"
"3814",7,"Vesturbyggð",801,"Einbýli",34800000,3,115.2,"2017-01-23",302083,"2017-01-01"
"3815",8,"Hringbraut",230,"Fjölbýli",19500000,3,82.8,"2017-01-23",235507,"2017-01-01"
"3816",9,"Vindakór",203,"Fjölbýli",42000000,4,141.9,"2017-01-23",295983,"2017-01-01"
"3817",10,"Suðurgata",220,"Einbýli",27900000,3,90.5,"2017-01-23",308287,"2017-01-01"
"3819",13,"Ásbraut",200,"Fjölbýli",28000000,2,65.8,"2017-01-23",425532,"2017-01-01"
"3820",14,"Snægil",603,"Fjölbýli",27900000,3,90,"2017-01-23",310000,"2017-01-01"
"3821",15,"Nökkvavogur",104,"Fjölbýli",30900000,2,54.8,"2017-01-23",563869,"2017-01-01"
"3823",19,"seljabraut",109,"Fjölbýli",33900000,4,129.6,"2017-01-23",261574,"2017-01-01"
"3825",21,"Langalína",210,"Fjölbýli",59000000,3,128.3,"2017-01-23",459860,"2017-01-01"
"3826",22,"Langalína",210,"Fjölbýli",57000000,3,116.2,"2017-01-23",490534,"2017-01-01"
"3827",23,"Langalína",210,"Fjölbýli",66000000,3,125.7,"2017-01-23",525060,"2017-01-01"
"3828",24,"Langalína",210,"Fjölbýli",76000000,3,139,"2017-01-23",546763,"2017-01-01"
"3829",25,"Langalína",210,"Fjölbýli",73000000,3,131.9,"2017-01-23",553450,"2017-01-01"
"3830",3,"Þrumutún",600,"Einbýli",69000000,5,215.9,"2017-01-24",319592,"2017-01-01"
"3831",5,"Sólheimar",104,"Fjölbýli",40900000,4,104.5,"2017-01-24",391388,"2017-01-01"
"3832",7,"Urðarás",260,"Einbýli",69000000,5,275.6,"2017-01-24",250363,"2017-01-01"
"3833",8,"Esjugrund",116,"Einbýli",43000000,6,302,"2017-01-24",142384,"2017-01-01"
"3834",10,"Kleppsvegur",104,"Einbýli",77700000,9,200.5,"2017-01-24",387531,"2017-01-01"
"3836",13,"Esjugrund ",116,"Einbýli",43000000,8,302,"2017-01-24",142384,"2017-01-01"
"3837",14,"Brekatún",600,"Par/Raðhús",46900000,4,133.3,"2017-01-24",351838,"2017-01-01"
"3838",16,"Hrísrimi",112,"Fjölbýli",37900000,4,95.7,"2017-01-24",396029,"2017-01-01"
"3839",17,"Skarðshlíð",603,"Einbýli",54800000,7,233.9,"2017-01-24",234288,"2017-01-01"
"3840",18,"Heiðarbrún",810,"Einbýli",29800000,4,109,"2017-01-24",273394,"2017-01-01"
"3841",19,"Lindarbraut",170,"Par/Raðhús",79900000,4,179.1,"2017-01-24",446119,"2017-01-01"
"3842",20,"Búhamar",900,"Einbýli",39800000,4,194.6,"2017-01-24",204522,"2017-01-01"
"3844",22,"Esjugrund",116,"Einbýli",43000000,4,302,"2017-01-24",142384,"2017-01-01"
"3846",24,"Mardalur",260,"Par/Raðhús",33000000,6,213.8,"2017-01-24",154350,"2017-01-01"
"3847",2,"Helgadalsvegur",271,"Einbýli",149000000,4,397.8,"2017-01-25",374560,"2017-01-01"
"3848",4,"Kríuás",221,"Fjölbýli",44900000,5,129.8,"2017-01-25",345917,"2017-01-01"
"3849",5,"Víðilundur",210,"Einbýli",55700000,4,190.8,"2017-01-25",291929,"2017-01-01"
"3850",6,"Eiðsvallagata",600,"Einbýli",33900000,6,143.4,"2017-01-25",236402,"2017-01-01"
"3852",8,"Krummahólar",111,"Fjölbýli",29800000,3,80.7,"2017-01-25",369269,"2017-01-01"
"3853",9,"Mýrargata",101,"Fjölbýli",49500000,2,84.3,"2017-01-25",587189,"2017-01-01"
"3854",10,"Reykás - Opið Hús",110,"Fjölbýli",37900000,3,108.8,"2017-01-25",348346,"2017-01-01"
"3855",13,"Drekavellir",221,"Fjölbýli",49800000,4,172.2,"2017-01-25",289199,"2017-01-01"
"3856",16,"Birkiholt",225,"Fjölbýli",32900000,2,76.2,"2017-01-25",431759,"2017-01-01"
"3857",17,"Leifsgata",101,"Fjölbýli",26900000,2,52.5,"2017-01-25",512381,"2017-01-01"
"3858",18,"Berjarimi",112,"Fjölbýli",32600000,2,77.6,"2017-01-25",420103,"2017-01-01"
"3859",19,"Grænamýri",170,"Hæðir",63900000,4,136.5,"2017-01-25",468132,"2017-01-01"
"3860",20,"Bjarkarbraut",801,"Einbýli",39900000,5,209.5,"2017-01-25",190453,"2017-01-01"
"3861",21,"Daggarvellir",220,"Fjölbýli",39900000,4,106.3,"2017-01-25",375353,"2017-01-01"
"3864",25,"Sólvellir",621,"Fjölbýli",12000000,3,87.2,"2017-01-25",137615,"2017-01-01"
"3865",2,"Hraunbær",810,"Par/Raðhús",37800000,3,143.3,"2017-01-26",263782,"2017-01-01"
"3866",4,"Vatnsstígur",101,"Fjölbýli",54900000,2,87,"2017-01-26",631034,"2017-01-01"
"3868",7,"Lundargata",600,"Einbýli",36900000,5,160,"2017-01-26",230625,"2017-01-01"
"3869",8,"Garðatorg",210,"Fjölbýli",57500000,3,119.2,"2017-01-26",482383,"2017-01-01"
"3870",10,"Hjallabraut ",220,"Fjölbýli",39900000,5,129.6,"2017-01-26",307870,"2017-01-01"
"3871",11,"Bergstaðastræti",101,"Fjölbýli",44900000,3,92.6,"2017-01-26",484881,"2017-01-01"
"3874",15,"Norðurbrú",210,"Fjölbýli",44900000,3,103,"2017-01-26",435922,"2017-01-01"
"3875",17,"Þórðarsveigur",113,"Fjölbýli",45500000,4,119.2,"2017-01-26",381711,"2017-01-01"
"3876",18,"Naustabryggja",110,"Fjölbýli",33900000,2,65.1,"2017-01-26",520737,"2017-01-01"
"3877",19,"Bústaðavegur",108,"Fjölbýli",39900000,3,94.7,"2017-01-26",421331,"2017-01-01"
"3878",20,"Kjarrhólmi",200,"Fjölbýli",32900000,3,75.1,"2017-01-26",438083,"2017-01-01"
"3879",21,"Skarðshlíð ",603,"Fjölbýli",24900000,3,87.8,"2017-01-26",283599,"2017-01-01"
"3880",22,"Þverholt",230,"Einbýli",46000000,4,175,"2017-01-26",262857,"2017-01-01"
"3881",23,"Mýrarvegur",600,"Fjölbýli",25500000,2,69.9,"2017-01-26",364807,"2017-01-01"
"3882",24,"Norðurgata",600,"Hæðir",25900000,3,99.3,"2017-01-26",260826,"2017-01-01"
"3885",2,"Brattagata ",310,"Hæðir",25900000,5,133.1,"2017-01-27",194591,"2017-01-01"
"3886",3,"Glæsibær",110,"Einbýli",78900000,7,210.4,"2017-01-27",375000,"2017-01-01"
"3887",4,"Víkurás",110,"Fjölbýli",36900000,4,111.1,"2017-01-27",332133,"2017-01-01"
"3889",7,"Skúlagata ",311,"Fjölbýli",28700000,3,90,"2017-01-27",318889,"2017-01-01"
"3890",8,"Birkigrund",800,"Par/Raðhús",31700000,4,128.6,"2017-01-27",246501,"2017-01-01"
"3891",9,"Herjólfsgata",220,"Fjölbýli",55900000,4,110.9,"2017-01-27",504058,"2017-01-01"
"3892",10,"Brekkuhvarf",203,"Einbýli",79500000,7,269.2,"2017-01-27",295319,"2017-01-01"
"3893",12,"Eskivellir",221,"Fjölbýli",42900000,4,127.3,"2017-01-27",336999,"2017-01-01"
"3895",14,"Sólvallagata",230,"Hæðir",33900000,4,143,"2017-01-27",237063,"2017-01-01"
"3896",15,"Lyngholt",603,"Fjölbýli",33500000,3,175.6,"2017-01-27",190774,"2017-01-01"
"3897",17,"Laufrimi",112,"Fjölbýli",35900000,3,84.7,"2017-01-27",423849,"2017-01-01"
"3898",20,"Vogatunga",200,"Par/Raðhús",44900000,2,73.5,"2017-01-27",610884,"2017-01-01"
"3899",21,"Austurtún",225,"Par/Raðhús",51900000,6,189.5,"2017-01-27",273879,"2017-01-01"
"3900",22,"*lækkað Verð* Grandavegur",107,"Fjölbýli",23900000,2,41.4,"2017-01-27",577295,"2017-01-01"
"3901",23,"Mánatún (opið hús)",105,"Fjölbýli",52500000,3,120.5,"2017-01-27",435685,"2017-01-01"
"3902",24,"Mánatún (opið hús)",105,"Fjölbýli",82900000,4,182.9,"2017-01-27",453253,"2017-01-01"
"3903",1,"Kópavogsgerði",200,"Fjölbýli",54500000,3,130.9,"2017-01-28",416348,"2017-01-01"
"3904",2,"Kópavogsgerði",200,"Fjölbýli",53500000,3,129.1,"2017-01-28",414407,"2017-01-01"
"3905",3,"Kópavogsgerði",200,"Fjölbýli",53900000,3,131.6,"2017-01-28",409574,"2017-01-01"
"3906",4,"Vesturbraut - Opið Hús",220,"Fjölbýli",24500000,2,37.3,"2017-01-28",656836,"2017-01-01"
"3907",5,"Þórsgata - Opið Hús",101,"Fjölbýli",31900000,3,57.7,"2017-01-28",552860,"2017-01-01"
"3908",6,"Barðavogur - Opið Hús",104,"Fjölbýli",44700000,4,87.8,"2017-01-28",509112,"2017-01-01"
"3909",7,"Maríubaugur",113,"Par/Raðhús",66500000,6,202.5,"2017-01-28",328395,"2017-01-01"
"3910",9,"Hafnarstræti",600,"Fjölbýli",22800000,2,64.3,"2017-01-28",354588,"2017-01-01"
"3912",11,"Kríuás",221,"Fjölbýli",42900000,4,122.4,"2017-01-28",350490,"2017-01-01"
"3913",12,"Garðatorg",210,"Fjölbýli",74900000,4,138.5,"2017-01-28",540794,"2017-01-01"
"3915",15,"Hafnarstræti",600,"Fjölbýli",22900000,2,57.8,"2017-01-28",396194,"2017-01-01"
"3916",16,"Fornhagi",107,"Fjölbýli",44900000,4,99.4,"2017-01-28",451710,"2017-01-01"
"3917",17,"Hvammabraut",220,"Fjölbýli",35500000,4,126.6,"2017-01-28",280411,"2017-01-01"
"3918",18,"Þrándarlundur land",801,"Einbýli",59000000,6,317.5,"2017-01-28",185827,"2017-01-01"
"3919",19,"Tunguvegur",108,"Par/Raðhús",44900000,5,110.5,"2017-01-28",406335,"2017-01-01"
"3920",20,"Sævargarðar (opið hús)",170,"Einbýli",79900000,6,192,"2017-01-28",416146,"2017-01-01"
"3921",21,"Fensalir",201,"Fjölbýli",40900000,3,100.7,"2017-01-28",406157,"2017-01-01"
"3922",22,"Hjarðarhagi",107,"Fjölbýli",36900000,3,72.3,"2017-01-28",510373,"2017-01-01"
"3923",23,"Vættaborgir",112,"Einbýli",89500000,6,262.9,"2017-01-28",340434,"2017-01-01"
"3924",24,"Vallakór",203,"Fjölbýli",51900000,3,142.6,"2017-01-28",363955,"2017-01-01"
"3925",25,"Selásbraut",110,"Par/Raðhús",69800000,5,234.7,"2017-01-28",297401,"2017-01-01"
"3926",2,"Flúðasel",109,"Par/Raðhús",59700000,5,154.6,"2017-01-29",386158,"2017-01-01"
"3928",4,"Garðatorg",210,"Fjölbýli",67900000,3,143.3,"2017-01-29",473831,"2017-01-01"
"3929",5,"Garðatorg",210,"Fjölbýli",95000000,4,159.6,"2017-01-29",595238,"2017-01-01"
"3930",6,"Lindarhvammur",200,"Hæðir",27900000,2,59.4,"2017-01-29",469697,"2017-01-01"
"3931",7,"Rauðalækur",105,"Fjölbýli",37900000,3,88.8,"2017-01-29",426802,"2017-01-01"
