"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Burknavellir";222;"Fjölbýli";25900000;2;54,6;"2016-08-11";474359
"2";"Laufskálabyggð";845;"Sumarhús";80000000;2;166,9;"2016-08-11";479329
"3";"Hraunbær";110;"Fjölbýli";36900000;5;125,7;"2016-08-11";293556
"4";"Seilugrandi";107;"Einbýli";69800000;8;177,1;"2016-08-11";394128
"5";"Tröllateigur";270;"Fjölbýli";47900000;4;150;"2016-08-11";319333
"6";"Hátún";105;"Hæðir";35900000;4;79,2;"2016-08-11";453283
"7";"Lautasmári";201;"Fjölbýli";33500000;3;87,4;"2016-08-11";383295
"8";"Hamarshöfði";110;"Atvinnuhús";59900000;0;300,9;"2016-08-11";199069
"9";"Strandvegur";210;"Fjölbýli";45900000;4;115,8;"2016-08-11";396373
"10";"Kjarrmóar";210;"Par/Raðhús";51900000;6;140;"2016-08-11";370714
"11";"Hverafold";112;"Fjölbýli";30500000;3;86,7;"2016-08-11";351788
"12";"Heiðarholt";230;"Fjölbýli";18200000;3;78;"2016-08-11";233333
"14";"Kleifakór";203;"Einbýli";62000000;6;255,6;"2016-08-11";242567
"15";"Sunnuflöt";210;"Einbýli";117500000;7;277,1;"2016-08-11";424035
"18";"Lækjargata Opið Hús";220;"Fjölbýli";35900000;3;106,2;"2016-08-11";338041
"19";"Borgarbraut";310;"Einbýli";27000000;4;144,6;"2016-08-11";186722
"20";"Möðrufell";111;"Fjölbýli";25900000;3;77,3;"2016-08-11";335058
"21";"Hverafold";112;"Einbýli";79900000;6;250,4;"2016-08-11";319089
"22";"Kleifakór";203;"Einbýli";62000000;7;255,6;"2016-08-11";242567
"23";"Blöndubakki (seld)";109;"Fjölbýli";31400000;5;110,8;"2016-08-11";283394
"24";"Þórufell";111;"Fjölbýli";25900000;3;81,4;"2016-08-11";318182
