"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Breiðvangur";220;"Fjölbýli";36900000;4;114,4;"2017-02-10";322552
"2";"Mánatún";105;"Fjölbýli";65900000;3;138,3;"2017-02-10";476500
"3";"Sóltún";800;"Par/Raðhús";41500000;4;146;"2017-02-10";284247
"4";"Litlikriki";270;"Fjölbýli";52400000;5;169,3;"2017-02-10";309510
"5";"Jörfabakki";109;"Fjölbýli";35900000;4;102,3;"2017-02-10";350929
"6";"Akurgerði";300;"Hæðir";19900000;3;110,8;"2017-02-10";179603
"7";"Presthúsabraut";300;"Einbýli";12000000;2;117,8;"2017-02-10";101868
"8";"Öldugata";101;"Hæðir";59900000;4;101,2;"2017-02-10";591897
"9";"Mosgerði";108;"Fjölbýli";54900000;4;162,1;"2017-02-10";338680
"10";"Drangakór";203;"Par/Raðhús";87500000;7;269,5;"2017-02-10";324675
"12";"Grandavegur - Opið Hús";107;"Fjölbýli";68400000;4;143,8;"2017-02-10";475661
"13";"Grandavegur - Opið Hús";107;"Fjölbýli";74900000;4;144,6;"2017-02-10";517981
"14";"Hjaltabakki";109;"Fjölbýli";30900000;4;86,2;"2017-02-10";358469
"15";"Laufdalur ";260;"Par/Raðhús";29900000;4;157;"2017-02-10";190446
"16";"Norðurbakki";220;"Fjölbýli";42800000;3;105,5;"2017-02-10";405687
"17";"Langalína";210;"Fjölbýli";57000000;3;116,2;"2017-02-10";490534
"18";"Langalína";210;"Fjölbýli";85000000;4;189,3;"2017-02-10";449023
"19";"Tindaflöt";300;"Einbýli";59800000;6;221,4;"2017-02-10";270099
"20";"Stamphólsvegur";240;"Fjölbýli";47000000;3;183,1;"2017-02-10";256690
"21";"Árvað";110;"Fjölbýli";36900000;3;82,1;"2017-02-10";449452
"22";"Mosgerði";108;"Einbýli";84800000;8;216,8;"2017-02-10";391144
"23";"Vitastígur";220;"Einbýli";64900000;7;150,5;"2017-02-10";431229
"24";"Eiðistorg";170;"Atvinnuhús";35900000;1;164,3;"2017-02-10";218503
