"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Lyngás";210;"Fjölbýli";51900000;5;116,7;"2017-01-30";444730
"2";"Sólbraut";170;"Einbýli";92000000;4;208,3;"2017-01-30";441671
"3";"Ennishvarf";203;"Fjölbýli";51900000;4;147,1;"2017-01-30";352821
"4";"Austurtún";225;"Einbýli";85000000;7;249;"2017-01-30";341365
"5";"Helgamagrastræti";600;"Hæðir";22900000;3;88,7;"2017-01-30";258174
"6";"Bergrúnargata";270;"Jörð/Lóð";14500000;0;906,7;"2017-01-30";15992
"7";"í Þormóðsdalsl Sumarb";271;"Sumarhús";47000000;3;99,6;"2017-01-30";471888
"8";"Norðurtún";700;"Par/Raðhús";14000000;4;256,4;"2017-01-30";54602
"9";"Smyrlaheiði";810;"Par/Raðhús";29900000;3;96,6;"2017-01-30";309524
"10";"Gyðufell";111;"Fjölbýli";28900000;3;82,9;"2017-01-30";348613
"11";"Fagraholt";400;"Einbýli";29000000;5;180,6;"2017-01-30";160576
"12";"Njálsgata";101;"Fjölbýli";25900000;2;39,9;"2017-01-30";649123
"13";"Leifsgata";101;"Fjölbýli";25900000;1;40,7;"2017-01-30";636364
"14";"Háteigur";230;"Fjölbýli";31500000;3;125;"2017-01-30";252000
"15";"Gnípuheiði";200;"Hæðir";41900000;3;105,1;"2017-01-30";398668
"17";"Suðurhella ";221;"Atvinnuhús";17900000;0;94,1;"2017-01-30";190223
"18";"Suðurhella ";221;"Atvinnuhús";19900000;0;109,1;"2017-01-30";182401
"21";"Hvammar";800;"Sumarhús";30000000;4;68,8;"2017-01-30";436047
"22";"Hörgslundur";210;"Hæðir";220000;3;173,5;"2017-01-30";1268
"24";"Þrastarimi";800;"Par/Raðhús";36900000;6;183,2;"2017-01-30";201419
"25";"Vallartún";600;"Fjölbýli";33500000;4;110,4;"2017-01-30";303442
