"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Snæfoksstaðir";801;"Sumarhús";18500000;4;59,7;"2017-02-02";309883
"2";"Trönuhraun ";220;"Atvinnuhús";32900000;5;155,1;"2017-02-02";212121
"3";"Lundur";200;"Fjölbýli";54500000;3;139,2;"2017-02-02";391523
"5";"Kiðjaberg lóð nr.";801;"Jörð/Lóð";6500000;0;12500;"2017-02-02";520
"6";"Hrafnhólar";111;"Fjölbýli";23600000;2;56,8;"2017-02-02";415493
"8";"Bleikjulækur ";800;"Par/Raðhús";18390000;3;99,4;"2017-02-02";185010
"9";"Trönuhraun ";220;"Atvinnuhús";125000000;15;317;"2017-02-02";394322
"10";"Þórðarsveigur";113;"Fjölbýli";44800000;4;119,2;"2017-02-02";375839
"11";"Njörvasund";104;"Fjölbýli";32900000;3;75,4;"2017-02-02";436340
"12";"Einivellir";221;"Fjölbýli";42900000;4;112,2;"2017-02-02";382353
"13";"Burknavellir ";221;"Fjölbýli";31900000;2;70,7;"2017-02-02";451202
"14";"Laxalækur";800;"Einbýli";31900000;4;193,6;"2017-02-02";164773
"15";"Furugrund";200;"Fjölbýli";35900000;4;87,5;"2017-02-02";410286
"16";"Skarðshlíð";603;"Hæðir";36300000;4;135,9;"2017-02-02";267108
"17";"Lambasel";109;"Einbýli";62900000;6;239,9;"2017-02-02";262193
"18";"Hraunteigur";105;"Fjölbýli";30900000;2;59;"2017-02-02";523729
"19";"Hraungata";210;"Fjölbýli";52900000;3;140,7;"2017-02-02";375977
"20";"Túngata";311;"Einbýli";18500000;5;189,4;"2017-02-02";97677
"21";"Fífumói ";260;"Fjölbýli";16500000;2;64,4;"2017-02-02";256211
"22";"Gígjuvellir ";230;"Par/Raðhús";45800000;4;168,6;"2017-02-02";271649
"23";"Holtsvegur";210;"Fjölbýli";65900000;4;180,2;"2017-02-02";365705
"24";"Laufbrekka";200;"Einbýli";64900000;8;218,3;"2017-02-02";297297
"25";"Kársnesbraut";200;"Fjölbýli";22900000;1;47,5;"2017-02-02";482105
