"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Eyrarholt";220;"Fjölbýli";34900000;4;92,9;"2017-01-18";375673
"2";"Urðarholt";270;"Fjölbýli";28500000;3;69,9;"2017-01-18";407725
"3";"Barmahlíð";603;"Einbýli";55000000;10;306,5;"2017-01-18";179445
"9";"Jaðarsbraut";300;"Fjölbýli";32900000;5;175,1;"2017-01-18";187893
"11";"Dalbraut";620;"Einbýli";38000000;6;192,4;"2017-01-18";197505
"12";"Vesturgata";230;"Einbýli";23900000;5;122,6;"2017-01-18";194943
"13";"Sólvallagata";101;"Fjölbýli";28900000;3;66,7;"2017-01-18";433283
"14";"Jörundarholt";300;"Einbýli";45000000;4;165,1;"2017-01-18";272562
"15";"Kleppsvegur";104;"Fjölbýli";38900000;4;119,5;"2017-01-18";325523
"16";"Laugarnesvegur";105;"Fjölbýli";48900000;3;108,8;"2017-01-18";449449
"18";"Vesturgata";101;"Fjölbýli";24900000;1;41,8;"2017-01-18";595694
"19";"Heiðarból";230;"Fjölbýli";18000000;2;62,1;"2017-01-18";289855
"20";"Hrísmóar   ,";210;"Fjölbýli";43500000;3;113,8;"2017-01-18";382250
"21";"Fannafold";112;"Par/Raðhús";56900000;5;137,6;"2017-01-18";413517
"22";"Klukkuberg Opið Hús";221;"Fjölbýli";43900000;4;140,8;"2017-01-18";311790
"23";"Lækjamót";245;"Einbýli";42500000;4;237,5;"2017-01-18";178947
"24";"Fjölnisgata";600;"Atvinnuhús";36900000;0;231,9;"2017-01-18";159120
"25";"Miðsalir";201;"Einbýli";68900000;6;212,7;"2017-01-18";323930
