"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Smárahlíð";603;"Fjölbýli";16000000;2;44,2;"2017-02-21";361991
"2";"Drekagil";603;"Fjölbýli";20500000;2;64,3;"2017-02-21";318818
"3";"Vefarastræti ";270;"Fjölbýli";35700000;3;85,2;"2017-02-21";419014
"4";"Jörundarholt ";300;"Einbýli";45000000;4;165,1;"2017-02-21";272562
"5";"Vefarastræti ";270;"Fjölbýli";43900000;3;69,8;"2017-02-21";628940
"6";"Vefarastræti ";270;"Fjölbýli";40900000;3;102,1;"2017-02-21";400588
"7";"Hlíðarbyggð ";210;"Par/Raðhús";69900000;8;201,8;"2017-02-21";346383
"9";"Vefarastræti";270;"Fjölbýli";43900000;4;112,3;"2017-02-21";390917
"10";"Vefarastræti ";270;"Fjölbýli";34900000;3;84,7;"2017-02-21";412043
"11";"Vefarastræti ";270;"Fjölbýli";35900000;3;85,2;"2017-02-21";421362
"12";"Sóleyjarimi";112;"Fjölbýli";44900000;4;118;"2017-02-21";380508
"13";"Laufdalur";260;"Par/Raðhús";42900000;4;148,8;"2017-02-21";288306
"14";"Faxabraut";230;"Fjölbýli";16000000;2;69,6;"2017-02-21";229885
"16";"Eyravegur";800;"Fjölbýli";16000000;7;89,2;"2017-02-21";179372
"17";"Marbakkabraut";200;"Fjölbýli";34900000;3;72;"2017-02-21";484722
"18";"Jaðarsbraut";300;"Hæðir";22900000;3;105,1;"2017-02-21";217888
"19";"Vefarastræti";270;"Fjölbýli";32900000;3;69,8;"2017-02-21";471347
"20";"Vefarastræti ";270;"Fjölbýli";40900000;4;102,1;"2017-02-21";400588
"21";"Auðbrekka";200;"Fjölbýli";36900000;3;99,6;"2017-02-21";370482
"22";"Frostafold";112;"Fjölbýli";41900000;3;114,9;"2017-02-21";364665
"23";"Sigtún";450;"Fjölbýli";12700000;2;91,9;"2017-02-21";138194
"24";"Lindargata";101;"Fjölbýli";51900000;3;90,1;"2017-02-21";576027
