"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Eyjatún";276;"Sumarhús";11900000;3;46;"2016-09-13";258696
"2";"Barónsstígur";101;"Fjölbýli";41900000;5;111,1;"2016-09-13";377138
"3";"Flókagata";105;"Fjölbýli";24900000;2;46,6;"2016-09-13";534335
"4";"Lækjarberg";221;"Hæðir";54900000;5;196,2;"2016-09-13";279817
"5";"Njálsgata";101;"Fjölbýli";34900000;3;74,1;"2016-09-13";470985
"6";"Hraunbær";110;"Fjölbýli";35900000;4;120,1;"2016-09-13";298918
"8";"Ísafjarðarvegur";410;"Einbýli";12000000;4;112,8;"2016-09-13";106383
"9";"Ártröð";700;"Einbýli";23800000;4;138,5;"2016-09-13";171841
"10";"Tryggvagata";101;"Fjölbýli";36500000;2;69,2;"2016-09-13";527457
"11";"Furugrund";200;"Fjölbýli";46000000;4;138,1;"2016-09-13";333092
"12";"Framnesvegur";230;"Fjölbýli";55500000;2;156;"2016-09-13";355769
"13";"Granaskjól";107;"Einbýli";67500000;7;144,7;"2016-09-13";466482
"14";"Hrísalundur";600;"Fjölbýli";21600000;4;96,7;"2016-09-13";223371
"15";"Laxatunga";270;"Par/Raðhús";33900000;4;126,5;"2016-09-13";267984
"16";"Grettisgata";105;"Fjölbýli";29900000;3;72;"2016-09-13";415278
"18";"Skarðshlíð";603;"Fjölbýli";24600000;4;115,4;"2016-09-13";213172
"19";"Lyngás";210;"Fjölbýli";38900000;3;82,1;"2016-09-13";473812
"20";"Flétturimi";112;"Fjölbýli";34900000;3;135,5;"2016-09-13";257565
"22";"Beykidalur";260;"Fjölbýli";28900000;4;115,6;"2016-09-13";250000
"23";"Fífumói";260;"Fjölbýli";15900000;2;55,6;"2016-09-13";285971
"24";"Holtsgata";101;"Fjölbýli";37900000;3;92,3;"2016-09-13";410618
"25";"Flyðrugrandi";107;"Fjölbýli";31000000;3;70,5;"2016-09-13";439716
