"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Naustabryggja";110;"Fjölbýli";43900000;4;109,5;"2016-09-29";400913
"2";"Skúlagata";101;"Fjölbýli";35000000;2;64,4;"2016-09-29";543478
"3";"Bonalba Baja Spánn";1000;"Einbýli";39500000;5;150;"2016-09-29";263333
"4";"Naustabryggja";110;"Fjölbýli";43900000;4;108,3;"2016-09-29";405355
"5";"Lækjargata";220;"Fjölbýli";32900000;3;84,3;"2016-09-29";390273
"7";"Deildarás";110;"Einbýli";84700000;8;268,6;"2016-09-29";315339
"8";"Harðangur";603;"Einbýli";35700000;3;110;"2016-09-29";324545
"9";"Glitvellir";221;"Fjölbýli";43000000;4;122,6;"2016-09-29";350734
"10";"Naustabryggja";110;"Fjölbýli";44500000;4;108,8;"2016-09-29";409007
"11";"Vatnsholt ";230;"Par/Raðhús";37900000;4;139,2;"2016-09-29";272270
"12";"Kríuás Opið Hús";221;"Hæðir";46900000;4;142;"2016-09-29";330282
"13";"Engihjalli Opið Hús";200;"Fjölbýli";29900000;4;97,4;"2016-09-29";306982
"14";"Naustabryggja";110;"Fjölbýli";43900000;4;109,9;"2016-09-29";399454
"15";"Naustabryggja";110;"Fjölbýli";42900000;4;109,8;"2016-09-29";390710
"16";"Naustabryggja";110;"Fjölbýli";38900000;3;98,4;"2016-09-29";395325
"19";"Naustabryggja";110;"Fjölbýli";42500000;4;104;"2016-09-29";408654
"20";"Naustabryggja";110;"Fjölbýli";44900000;4;109,4;"2016-09-29";410420
"23";"Naustabryggja";110;"Fjölbýli";63000000;5;184;"2016-09-29";342391
"24";"Naustabryggja";110;"Fjölbýli";38500000;3;89,1;"2016-09-29";432099
"25";"Blikabraut";230;"Fjölbýli";26500000;4;124,5;"2016-09-29";212851
