"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Eikarskógar";300;"Einbýli";46900000;5;193,7;"2016-10-29";242127
"2";"Asparskógar";300;"Fjölbýli";32289600;3;99,2;"2016-10-29";325500
"3";"Álfkonuhvarf ";203;"Fjölbýli";37900000;3;105,5;"2016-10-29";359242
"4";"Gott Verð. bella Antonia ,torreviej";1000;"Fjölbýli";9000000;3;50;"2016-10-29";180000
"6";"Kristnibraut";113;"Fjölbýli";36700000;3;95,5;"2016-10-29";384293
"8";"Vallakór - Opið Hús";203;"Fjölbýli";44900000;3;142,8;"2016-10-29";314426
"11";"Lyngás";210;"Fjölbýli";38900000;3;82,1;"2016-10-29";473812
"12";"Lyngás";210;"Fjölbýli";46800000;4;107,4;"2016-10-29";435754
"13";"Eskivellir";221;"Fjölbýli";32900000;3;85,1;"2016-10-29";386604
"14";"Þrándartún";801;"Einbýli";19000000;4;114,6;"2016-10-29";165794
"16";"Þrándarlundur land";801;"Einbýli";59000000;6;417,5;"2016-10-29";141317
"17";"Las Americas Golf - Tenerife";1000;"Fjölbýli";250000;3;74;"2016-10-29";3378
"18";"Deildarás";110;"Einbýli";84700000;8;268,6;"2016-10-29";315339
"19";"Stakkholt";105;"Fjölbýli";49900000;3;97;"2016-10-29";514433
"20";"Vesturgata";101;"Fjölbýli";62900000;6;113,9;"2016-10-29";552239
"21";"Vesturgata";101;"Fjölbýli";73900000;8;207,9;"2016-10-29";355459
