"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Lambhagi";800;"Einbýli";27000000;5;119,8;"2016-10-07";225376
"2";"Álftamýri";108;"Par/Raðhús";74900000;6;191,2;"2016-10-07";391736
"3";"Meistaravellir";107;"Fjölbýli";44900000;4;109,3;"2016-10-07";410796
"4";"Hlíðarhjalli ";200;"Einbýli";54900000;6;264,2;"2016-10-07";207797
"5";"Suðurgata";300;"Fjölbýli";12900000;4;110,4;"2016-10-07";116848
"6";"Burknavellir";221;"Fjölbýli";36900000;4;104,5;"2016-10-07";353110
"7";"Höfðabraut - Opið Hús";300;"Hæðir";24900000;4;132;"2016-10-07";188636
"8";"Þórunnarstræti ";600;"Fjölbýli";17800000;3;91,7;"2016-10-07";194111
"9";"Vogatunga";270;"Par/Raðhús";36900000;4;160,2;"2016-10-07";230337
"10";"Bárugata";620;"Fjölbýli";15100000;4;101,5;"2016-10-07";148768
"11";"Jörundarholt";300;"Par/Raðhús";39900000;5;156,3;"2016-10-07";255278
"12";"Dalsel";109;"Fjölbýli";24900000;2;58,7;"2016-10-07";424191
"13";"Prestastígur";113;"Fjölbýli";7900000;4;108;"2016-10-07";73148
"14";"Hvolstún";860;"Einbýli";37800000;6;155,9;"2016-10-07";242463
"15";"Naustabryggja";110;"Fjölbýli";39500000;3;89,1;"2016-10-07";443322
"16";"Kríuhólar";111;"Fjölbýli";33800000;5;116,1;"2016-10-07";291128
"17";"Mánatún";105;"Fjölbýli";44700000;2;91,4;"2016-10-07";489059
"18";"Burknavellir";221;"Fjölbýli";36900000;4;105,3;"2016-10-07";350427
"19";"Sundlaugavegur";105;"Fjölbýli";32500000;4;84,2;"2016-10-07";385986
"20";"Leirubakki";109;"Fjölbýli";28900000;3;82,2;"2016-10-07";351582
"21";"Birkivellir";800;"Fjölbýli";20900000;4;79,1;"2016-10-07";264223
"22";"Miðengi";800;"Einbýli";30500000;5;177,8;"2016-10-07";171541
"23";"Staðarhraun";240;"Einbýli";37900000;5;166,9;"2016-10-07";227082
"24";"Sundstræti";400;"Fjölbýli";13500000;2;68;"2016-10-07";198529
"25";"Stórikriki";270;"Fjölbýli";40800000;4;118,2;"2016-10-07";345178
