"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Berjaholtslækur";801;"Sumarhús";19900000;4;72,4;"2017-01-17";274862
"2";"Háholt";220;"Fjölbýli";36900000;4;109,3;"2017-01-17";337603
"3";"Vorsabær";801;"Hesthús";39500000;0;1026354;"2017-01-17";38
"4";"Glæsileg Ný Einbýli Í Lomas De Cabo";1000;"Einbýli";29990000;4;190;"2017-01-17";157842
"5";"Svöluás";221;"Fjölbýli";36500000;3;86,9;"2017-01-17";420023
"6";"Skipagata";600;"Fjölbýli";36500000;4;88,1;"2017-01-17";414302
"7";"Tjaldhólar";800;"Par/Raðhús";37900000;4;158,7;"2017-01-17";238815
"9";"Rjúpufell";111;"Par/Raðhús";49900000;5;203,8;"2017-01-17";244848
"10";"Hólagata";245;"Einbýli";20500000;2;75;"2017-01-17";273333
"13";"Lyngmói";800;"Par/Raðhús";32000000;5;221,1;"2017-01-17";144731
"14";"Lyngás";210;"Fjölbýli";79900000;4;170,6;"2017-01-17";468347
"15";"Lomas De Cabo Roig";1000;"Fjölbýli";14400000;0;84;"2017-01-17";171429
"16";"Hallkelshólar lóð";801;"Sumarhús";12900000;0;67,6;"2017-01-17";190828
"17";"Krummahólar";111;"Fjölbýli";32500000;3;95,5;"2017-01-17";340314
"18";"Tjarnabakki";260;"Fjölbýli";35900000;4;151,5;"2017-01-17";236964
"20";"Garðatorg";210;"Fjölbýli";39900000;2;79,4;"2017-01-17";502519
"21";"Háakinn";220;"Fjölbýli";31900000;3;78,1;"2017-01-17";408451
"23";"Friggjarbrunnur";113;"Fjölbýli";57800000;0;154,6;"2017-01-17";373868
"24";"Háholt";220;"Fjölbýli";26700000;2;66,1;"2017-01-17";403933
"25";"Arnarhraun";220;"Fjölbýli";27500000;2;59,8;"2017-01-17";459866
