"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"3";"Æsufell ";111;"Fjölbýli";24900000;2;62,3;"2016-12-22";399679
"4";"Leynisbrún";240;"Einbýli";23900000;5;133,8;"2016-12-22";178625
"5";"Dalshraun";220;"Atvinnuhús";24900000;0;73,8;"2016-12-22";337398
"6";"Snægil";603;"Fjölbýli";32900000;4;102,1;"2016-12-22";322233
"10";"Nönnugata";101;"Fjölbýli";23500000;1;41;"2016-12-22";573171
"11";"Gautland - Opið Hús";108;"Fjölbýli";29800000;2;53,5;"2016-12-22";557009
"12";"Vitateigur";300;"Hæðir";12900000;5;123,7;"2016-12-22";104285
"13";"Kópavogsbraut ";200;"Fjölbýli";37900000;3;75,3;"2016-12-22";503320
"14";"Garðavegur";530;"Einbýli";78000000;12;320,8;"2016-12-22";243142
"15";"Iðngarðar";250;"Atvinnuhús";87000000;0;1516,6;"2016-12-22";57365
"16";"Stekkjarhvammur";220;"Hæðir";32900000;2;106,1;"2016-12-22";310085
"17";"Hverafold";112;"Einbýli";79900000;6;250,4;"2016-12-22";319089
"18";"Fellsmúli";108;"Fjölbýli";38500000;5;106,9;"2016-12-22";360150
"19";"Baugakór - Opið Hús";203;"Fjölbýli";33900000;2;73,9;"2016-12-22";458728
"20";"Klapparhlíð";270;"Fjölbýli";34900000;3;74,6;"2016-12-22";467828
"23";"Skerjabraut";170;"Fjölbýli";56900000;2;92,7;"2016-12-22";613808
"24";"Lyngprýði";210;"Einbýli";69000000;6;245,8;"2016-12-22";280716
"25";"Viðarás";116;"Einbýli";54900000;6;199,2;"2016-12-22";275602
