"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"2";"Bæjarhraun";220;"Atvinnuhús";12900000;2;60,7;"2016-12-01";212521
"3";"Hraunbær";110;"Fjölbýli";25900000;2;60,8;"2016-12-01";425987
"4";"Dalsbyggð (opið Hús)";210;"Einbýli";64900000;7;282,3;"2016-12-01";229897
"5";"Eyrartröð";220;"Atvinnuhús";54800000;0;285;"2016-12-01";192281
"6";"Auðbrekka ";200;"Atvinnuhús";98000000;4;597,4;"2016-12-01";164044
"7";"Reykjavíkurvegur";220;"Atvinnuhús";34900000;3;118,5;"2016-12-01";294515
"8";"Strandvegur";210;"Fjölbýli";50000000;3;103,9;"2016-12-01";481232
"9";"Gylfaflöt ";112;"Atvinnuhús";46500000;5;208,9;"2016-12-01";222595
"10";"Garðatorg";210;"Fjölbýli";83500000;4;160,4;"2016-12-01";520574
"11";"Sólvellir";600;"Fjölbýli";23000000;3;101;"2016-12-01";227723
"13";"Bergstaðastræti";101;"Hæðir";89900000;6;142;"2016-12-01";633099
"14";"Hnoðravellir";221;"Par/Raðhús";57900000;5;202;"2016-12-01";286634
"15";"Vesturgata";101;"Einbýli";69900000;6;150,5;"2016-12-01";464452
"16";"Bergþórugata";101;"Fjölbýli";55000000;5;108,3;"2016-12-01";507849
"17";"Lágholt";340;"Einbýli";39000000;8;209;"2016-12-01";186603
"18";"Tröllaborgir";112;"Einbýli";74900000;5;184,2;"2016-12-01";406623
"19";"Hæðargarður";108;"Hæðir";54900000;6;142;"2016-12-01";386620
"20";"Vesturberg";111;"Par/Raðhús";54900000;6;210,4;"2016-12-01";260932
"21";"Hlíðargata";740;"Hæðir";18900000;4;134,4;"2016-12-01";140625
"22";"Miðtún";105;"Fjölbýli";31900000;3;62,1;"2016-12-01";513688
"24";"La Recoleta";1000;"Fjölbýli";23600000;0;78;"2016-12-01";302564
