"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"3";"Fornagil";603;"Par/Raðhús";69900000;7;217,3;"2017-01-31";321675
"5";"Kjarrhólar";800;"Einbýli";59500000;5;220,6;"2017-01-31";269719
"6";"Ásgarður";108;"Fjölbýli";55900000;5;144,2;"2017-01-31";387656
"7";"Einholt ";603;"Par/Raðhús";27900000;4;99,8;"2017-01-31";279559
"8";"Sólarsalir - Opið Hús";201;"Fjölbýli";49900000;4;122,4;"2017-01-31";407680
"9";"Arnarhraun";220;"Fjölbýli";27500000;2;59,8;"2017-01-31";459866
"10";"Erluás ";221;"Einbýli";88900000;7;332,7;"2017-01-31";267208
"11";"Nesvegur";107;"Fjölbýli";59500000;4;135,6;"2017-01-31";438791
"12";"Gráhella";800;"Par/Raðhús";29900000;4;91,7;"2017-01-31";326063
"15";"Brautarsel";260;"Jörð/Lóð";7500000;0;25215;"2017-01-31";297
"17";"Gráhella";800;"Par/Raðhús";31500000;4;93,4;"2017-01-31";337259
"18";"Kópavogsgerði";200;"Fjölbýli";53900000;3;131,6;"2017-01-31";409574
"19";"Hvassahraun";190;"Sumarhús";12800000;3;125,9;"2017-01-31";101668
"20";"Klukkuberg Opið Hús";221;"Fjölbýli";43900000;4;140,8;"2017-01-31";311790
"25";"Nýjar Glæsilegar Lúxus Sérhæðir Í D";1000;"Hæðir";18800000;3;80;"2017-01-31";235000
