"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"2";"Kirkjubraut";780;"Einbýli";28500000;4;164,2;"2016-10-24";173569
"3";"Stuðlaberg";221;"Par/Raðhús";52900000;5;151;"2016-10-24";350331
"4";"Naustabryggja";110;"Fjölbýli";44900000;4;108,3;"2016-10-24";414589
"5";"Kaplaskjólsvegur";107;"Par/Raðhús";66900000;6;153,4;"2016-10-24";436115
"6";"Mjóahlíð";105;"Fjölbýli";31900000;3;63,5;"2016-10-24";502362
"8";"Suðurgata ";245;"Fjölbýli";10000000;3;130,4;"2016-10-24";76687
"9";"Árakur";210;"Par/Raðhús";85900000;6;231,9;"2016-10-24";370418
"10";"Bjarmastígur";600;"Einbýli";45000000;9;296,6;"2016-10-24";151719
"11";"Friggjarbrunnur";113;"Fjölbýli";38600000;0;100,3;"2016-10-24";384845
"13";"Rjúpnasalir";203;"Atvinnuhús";49000000;0;277,8;"2016-10-24";176386
"14";"Kleppsvegur";104;"Fjölbýli";35900000;3;74,7;"2016-10-24";480589
"15";"Vesturberg";111;"Fjölbýli";28900000;3;85;"2016-10-24";340000
"16";"Goðheimar";104;"Hæðir";51900000;5;157,9;"2016-10-24";328689
"18";"Fléttuvellir";221;"Einbýli";46000000;5;219,7;"2016-10-24";209376
"20";"Skipasund";104;"Einbýli";69900000;6;170,7;"2016-10-24";409490
"21";"Grandavegur";107;"Fjölbýli";59000000;4;126,7;"2016-10-24";465667
"22";"Grandavegur";107;"Fjölbýli";54900000;4;121,7;"2016-10-24";451109
"23";"Vatnsstígur";101;"Fjölbýli";47900000;2;97,9;"2016-10-24";489275
"24";"Búhamar1";900;"Einbýli";29000000;6;172;"2016-10-24";168605
"25";"Rjúpnasalir";201;"Fjölbýli";43900000;4;112,7;"2016-10-24";389530
