"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Holtsvegur ";210;"Fjölbýli";41900000;3;81,8;"2016-08-06";512225
"2";"Hólavað ";110;"Par/Raðhús";62900000;5;172,7;"2016-08-06";364215
"6";"Hólavað ";110;"Par/Raðhús";64900000;5;175,4;"2016-08-06";370011
"8";"Blöndubakki";109;"Fjölbýli";28900000;4;105,8;"2016-08-06";273157
"9";"Skógarás";110;"Fjölbýli";34900000;3;105,4;"2016-08-06";331120
"11";"Ásvegur";310;"Sumarhús";20500000;3;56,6;"2016-08-06";362191
"12";"Völvufell";111;"Fjölbýli";28400000;4;109,4;"2016-08-06";259598
"14";"Hlunnavogur";104;"Par/Raðhús";69700000;5;183,3;"2016-08-06";380251
"15";"Mávahlíð";105;"Fjölbýli";42900000;4;101,9;"2016-08-06";421001
"16";"Kristnibraut";113;"Fjölbýli";34900000;3;90,2;"2016-08-06";386918
"18";"Sundlaugavegur";105;"Fjölbýli";32500000;4;84,2;"2016-08-06";385986
"19";"Grundarstígur";101;"Fjölbýli";21500000;2;37,5;"2016-08-06";573333
"20";"Garðastræti";101;"Hæðir";94900000;7;234,7;"2016-08-06";404346
"21";"Drápuhlíð";105;"Fjölbýli";30900000;3;74,7;"2016-08-06";413655
"22";"Vesturberg";111;"Fjölbýli";22900000;2;63,6;"2016-08-06";360063
"23";"Bústaðavegur";108;"Hæðir";49900000;5;128,3;"2016-08-06";388932
"24";"Vallakór";203;"Fjölbýli";41500000;3;123,7;"2016-08-06";335489
"25";"Rofabær";110;"Atvinnuhús";145000;0;120;"2016-08-06";1208
