"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Ránarbraut";620;"Atvinnuhús";65000000;0;1551,4;"2017-01-23";41898
"2";"Grímsholt";250;"Par/Raðhús";29900000;4;146,6;"2017-01-23";203956
"3";"Þríhyrningur Ii";601;"Einbýli";27000000;7;176,6;"2017-01-23";152888
"4";"Heiðarból";230;"Einbýli";48500000;4;192,3;"2017-01-23";252210
"6";"Nýjabæjarbraut";900;"Einbýli";25900000;5;149;"2017-01-23";173826
"7";"Vesturbyggð";801;"Einbýli";34800000;3;115,2;"2017-01-23";302083
"8";"Hringbraut";230;"Fjölbýli";19500000;3;82,8;"2017-01-23";235507
"9";"Vindakór";203;"Fjölbýli";42000000;4;141,9;"2017-01-23";295983
"10";"Suðurgata";220;"Einbýli";27900000;3;90,5;"2017-01-23";308287
"12";"Selhella";221;"Atvinnuhús";67275000;4;345;"2017-01-23";195000
"13";"Ásbraut";200;"Fjölbýli";28000000;2;65,8;"2017-01-23";425532
"14";"Snægil";603;"Fjölbýli";27900000;3;90;"2017-01-23";310000
"15";"Nökkvavogur";104;"Fjölbýli";30900000;2;54,8;"2017-01-23";563869
"16";"Gistihús";850;"Atvinnuhús";39000000;5;82;"2017-01-23";475610
"19";"seljabraut";109;"Fjölbýli";33900000;4;129,6;"2017-01-23";261574
"20";"Vesturbrúnir";801;"Sumarhús";39500000;4;77,3;"2017-01-23";510996
"21";"Langalína";210;"Fjölbýli";59000000;3;128,3;"2017-01-23";459860
"22";"Langalína";210;"Fjölbýli";57000000;3;116,2;"2017-01-23";490534
"23";"Langalína";210;"Fjölbýli";66000000;3;125,7;"2017-01-23";525060
"24";"Langalína";210;"Fjölbýli";76000000;3;139;"2017-01-23";546763
"25";"Langalína";210;"Fjölbýli";73000000;3;131,9;"2017-01-23";553450
