"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"2";"Eyrarskógur";301;"Sumarhús";16900000;3;57,1;"2016-07-26";295972
"3";"Þorláksgeisli";113;"Fjölbýli";29000000;2;74,4;"2016-07-26";389785
"5";"Hraunbær";110;"Fjölbýli";29500000;3;91,9;"2016-07-26";321001
"6";"Hestur lóð";801;"Jörð/Lóð";8900000;0;7969;"2016-07-26";1117
"7";"Sólheimar ";104;"Hæðir";55500000;6;162,9;"2016-07-26";340700
"8";"Spóaás ";221;"Einbýli";64900000;6;259,5;"2016-07-26";250096
"9";"Kirkjubrekka";225;"Par/Raðhús";58000000;4;219;"2016-07-26";264840
"10";"Háabarð ";220;"Einbýli";34500000;4;196,1;"2016-07-26";175931
"11";"Borgarhraun";810;"Einbýli";32700000;4;120;"2016-07-26";272500
"12";"Kiðjaberg";801;"Jörð/Lóð";6900000;0;9100;"2016-07-26";758
"13";"Fífumói";260;"Fjölbýli";22500000;3;105;"2016-07-26";214286
"14";"Breiðvangur";220;"Fjölbýli";34500000;4;139,1;"2016-07-26";248023
"15";"Eyjabakki";109;"Fjölbýli";28900000;3;90,2;"2016-07-26";320399
"16";"Sléttuvegur";800;"Einbýli";32900000;4;175,6;"2016-07-26";187358
"17";"Þingvallastræti";600;"Hæðir";29500000;4;138,5;"2016-07-26";212996
"18";"Melasíða";603;"Fjölbýli";22000000;4;94,1;"2016-07-26";233794
"19";"Stuðlaberg";220;"Par/Raðhús";53700000;5;171,2;"2016-07-26";313668
"20";"Kirkjubrekka";225;"Par/Raðhús";58000000;5;219;"2016-07-26";264840
"21";"Réttarholtsvegur";108;"Par/Raðhús";41900000;4;124,2;"2016-07-26";337359
"22";"Háabarð";220;"Einbýli";34500000;5;196,1;"2016-07-26";175931
"23";"Sólheimar";104;"Hæðir";55500000;5;162,9;"2016-07-26";340700
"24";"Spóaás";221;"Einbýli";64900000;7;259,5;"2016-07-26";250096
