"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Suðurhella";221;"Atvinnuhús";35000000;3;155,5;"2016-09-08";225080
"2";"Tjarnabraut";260;"Fjölbýli";22900000;3;89;"2016-09-08";257303
"3";"Faxabraut";230;"Fjölbýli";13485375;3;78,7;"2016-09-08";171352
"4";"Garðavegur";230;"Fjölbýli";18600000;4;87,5;"2016-09-08";212571
"5";"Tjarnabraut";260;"Fjölbýli";27500000;4;100,5;"2016-09-08";273632
"6";"Kringlumýrarvegur";801;"Sumarhús";11900000;3;50,4;"2016-09-08";236111
"7";"Jörundarholt";300;"Par/Raðhús";35100000;4;130,3;"2016-09-08";269378
"8";"Völuteigur";270;"Atvinnuhús";54900000;0;283;"2016-09-08";193993
"9";"Drekagil";600;"Fjölbýli";17600000;2;64,3;"2016-09-08";273717
"10";"Heiðmörk ";810;"Par/Raðhús";37000000;4;116,5;"2016-09-08";317597
"11";"Hringbraut  ";220;"Fjölbýli";31900000;4;101,1;"2016-09-08";315529
"12";"Hringbraut";220;"Fjölbýli";31900000;5;101,1;"2016-09-08";315529
"13";"Flétturimi";112;"Fjölbýli";34500000;5;95,8;"2016-09-08";360125
"14";"Ólafsgeisli";113;"Einbýli";75900000;6;204,5;"2016-09-08";371149
"15";"Stigahlíð";105;"Fjölbýli";34900000;3;80,8;"2016-09-08";431931
"16";"Lómasalir";201;"Fjölbýli";38600000;3;104,3;"2016-09-08";370086
"17";"Suðurgata ";580;"Einbýli";59900000;6;496;"2016-09-08";120766
"18";"Hátún";105;"Hæðir";84900000;7;182,4;"2016-09-08";465461
"19";"Íbúð Gran Canary. playa Del Ingles";1000;"Fjölbýli";13200000;2;45;"2016-09-08";293333
"20";"Vallengi";112;"Fjölbýli";32900000;4;92,9;"2016-09-08";354144
"21";"Klukkuvellir";221;"Par/Raðhús";48900000;4;136;"2016-09-08";359559
"22";"Gnoðarvogur";104;"Fjölbýli";29500000;3;75,2;"2016-09-08";392287
"23";"Rauðalækur";105;"Hæðir";61900000;5;180,3;"2016-09-08";343317
"24";"Einigrund";300;"Fjölbýli";24400000;4;125,5;"2016-09-08";194422
"25";"Einivellir";221;"Fjölbýli";38400000;4;110,5;"2016-09-08";347511
