"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Kléberg";815;"Fjölbýli";13500000;3;92;"2016-12-30";146739
"2";"Hvaleyrarbraut";220;"Atvinnuhús";41900000;1;210;"2016-12-30";199524
"3";"Kríuás (opið Hús)";221;"Fjölbýli";44900000;4;129,8;"2016-12-30";345917
"4";"Tjarnarmói";800;"Par/Raðhús";29800000;5;221,1;"2016-12-30";134781
"7";"Laufásvegur";101;"Fjölbýli";29500000;1;44,3;"2016-12-30";665914
"9";"Grænlandsleið";113;"Par/Raðhús";59900000;3;234,2;"2016-12-30";255764
"10";"Skipholt";105;"Fjölbýli";340000;2;77,2;"2016-12-30";4404
"11";"Hraundalur";260;"Einbýli";56900000;6;204;"2016-12-30";278922
"12";"Grænlandsleið";113;"Hæðir";59900000;3;234,2;"2016-12-30";255764
"13";"Grænlandsleið";113;"Par/Raðhús";59900000;4;234,2;"2016-12-30";255764
"14";"Ólafsvegur ";625;"Par/Raðhús";12000000;3;99,8;"2016-12-30";120240
"15";"Stangarbraut";801;"Sumarhús";35000000;4;185,9;"2016-12-30";188273
"17";"Sunnumörk";810;"Atvinnuhús";25900000;1;115,7;"2016-12-30";223855
"18";"Sunnumörk";810;"Atvinnuhús";22900000;2;158,7;"2016-12-30";144297
"19";"Sunnumörk ";810;"Fjölbýli";19900000;0;54,5;"2016-12-30";365138
"20";"Ljómatún ";600;"Fjölbýli";30900000;4;96,1;"2016-12-30";321540
"21";"Víðimelur";107;"Fjölbýli";40600000;3;84,7;"2016-12-30";479339
"22";"Tenerife Los Cristianos Frábær Ibúð";1000;"Fjölbýli";28000000;3;65;"2016-12-30";430769
"23";"Kvisthagi";107;"Hæðir";72400000;5;159,9;"2016-12-30";452783
