"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Þórunnarstræti";600;"Fjölbýli";33900000;6;180,5;"2016-08-31";187812
"2";"Faxabraut";230;"Einbýli";41500000;5;171,9;"2016-08-31";241419
"3";"Brávellir";700;"Einbýli";29900000;12;335,6;"2016-08-31";89094
"4";"Fiskislóð";101;"Atvinnuhús";350000;0;175;"2016-08-31";2000
"6";"Sólvallagata";101;"Fjölbýli";35500000;2;75,1;"2016-08-31";472703
"7";"Litlikriki";270;"Par/Raðhús";64300000;5;203,1;"2016-08-31";316593
"8";"Ásakór";203;"Fjölbýli";45000000;4;162,5;"2016-08-31";276923
"9";"Smámýrarvegur ";801;"Jörð/Lóð";1100000;0;4600;"2016-08-31";239
"10";"Smámýrarvegur ";801;"Jörð/Lóð";1100000;0;5900;"2016-08-31";186
"11";"Smámýrarvegur ";801;"Jörð/Lóð";1100000;0;6300;"2016-08-31";175
"12";"Sléttuvegur";103;"Fjölbýli";48800000;3;89;"2016-08-31";548315
"15";"Vagnhöfði";110;"Atvinnuhús";95200000;0;544;"2016-08-31";175000
"16";"Hringbraut";220;"Fjölbýli";23800000;3;56,8;"2016-08-31";419014
"17";"Vallengi";112;"Fjölbýli";26900000;2;66,9;"2016-08-31";402093
"18";"Hjarðarhagi";107;"Fjölbýli";35900000;4;84,5;"2016-08-31";424852
"19";"Hjarðarhagi";107;"Fjölbýli";45900000;4;126;"2016-08-31";364286
"20";"Kópavogstún";200;"Fjölbýli";67200000;4;152,4;"2016-08-31";440945
"21";"Álfhólsvegur";200;"Fjölbýli";56400000;4;226,3;"2016-08-31";249227
"22";"Lækjarhjalli";200;"Par/Raðhús";62900000;5;215;"2016-08-31";292558
"23";"Laut";240;"Fjölbýli";22000000;3;90,4;"2016-08-31";243363
"25";"Naustabryggja";110;"Fjölbýli";47900000;7;174,9;"2016-08-31";273871
