"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Trönuhjalli";200;"Fjölbýli";33900000;3;77,6;"2016-09-01";436856
"2";"Háihvammur";220;"Einbýli";60000000;8;366,4;"2016-09-01";163755
"3";"Langalína";210;"Fjölbýli";54800000;4;131,3;"2016-09-01";417365
"4";"Hjallabraut";220;"Fjölbýli";33900000;4;115,8;"2016-09-01";292746
"5";"Hvaleyrarbraut";220;"Atvinnuhús";38900000;0;210;"2016-09-01";185238
"7";"Sunnuhlíð";603;"Fjölbýli";24900000;3;92,6;"2016-09-01";268898
"8";"Hringbraut";107;"Fjölbýli";29800000;3;76,4;"2016-09-01";390052
"9";"Hjarðarslóð";620;"Par/Raðhús";15400000;3;83,2;"2016-09-01";185096
"10";"Holtsgata";245;"Einbýli";34500000;7;192,3;"2016-09-01";179407
"11";"Suðurhvammur";220;"Fjölbýli";42900000;4;144,1;"2016-09-01";297710
"12";"Svöluás";221;"Par/Raðhús";52900000;6;205,8;"2016-09-01";257046
"13";"Grjótasel";109;"Einbýli";64900000;11;296,1;"2016-09-01";219183
"14";"Lækjarfit";210;"Fjölbýli";29900000;3;104,2;"2016-09-01";286948
"15";"Klukkurimi";112;"Fjölbýli";31500000;3;86,6;"2016-09-01";363741
"17";"Svöluás";221;"Par/Raðhús";52900000;7;205,8;"2016-09-01";257046
"20";"Lækjarfit";210;"Fjölbýli";29900000;4;104,2;"2016-09-01";286948
"21";"Skálmholt lóð";800;"Jörð/Lóð";750000;0;1,5;"2016-09-01";500000
"22";"Skálmholt lóð";801;"Jörð/Lóð";750000;0;1,5;"2016-09-01";500000
"23";"Skálmholt land";801;"Fjölbýli";14000000;0;68;"2016-09-01";205882
"24";"Hraunbær";810;"Par/Raðhús";39400000;4;173,6;"2016-09-01";226959
