"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Réttarheiði";810;"Par/Raðhús";35000000;4;164,7;"2016-11-04";212508
"2";"Sóltún";800;"Par/Raðhús";33900000;3;119,8;"2016-11-04";282972
"3";"Sogavegur";108;"Fjölbýli";26900000;2;69,9;"2016-11-04";384835
"4";"Dalsgerði";600;"Par/Raðhús";31000000;5;126,2;"2016-11-04";245642
"5";"Sunnugerði Lækkað Verð";730;"Einbýli";37500000;5;197,8;"2016-11-04";189585
"6";"Nönnugata";101;"Fjölbýli";24900000;1;41;"2016-11-04";607317
"7";"Lundur ";200;"Fjölbýli";69800000;3;123,3;"2016-11-04";566099
"8";"Lundur ";200;"Fjölbýli";78000000;3;131,9;"2016-11-04";591357
"9";"Lundur ";200;"Fjölbýli";63500000;3;122,3;"2016-11-04";519215
"10";"Lundur ";200;"Fjölbýli";64500000;3;122,2;"2016-11-04";527823
"11";"Lundur ";200;"Fjölbýli";66800000;3;123,6;"2016-11-04";540453
"12";"Linnetsstígur";220;"Fjölbýli";46900000;4;125,8;"2016-11-04";372814
"13";"Stóriteigur";270;"Par/Raðhús";42900000;4;147,6;"2016-11-04";290650
"15";"Heiðarholt";230;"Fjölbýli";16500000;2;65,2;"2016-11-04";253067
"16";"Hlíðarás";221;"Par/Raðhús";69700000;6;237,5;"2016-11-04";293474
"17";"Fífumói ";260;"Fjölbýli";18500000;3;85,3;"2016-11-04";216882
"18";"Garðabraut";300;"Fjölbýli";24700000;3;103,4;"2016-11-04";238878
"19";"Reykjasíða";603;"Einbýli";53000000;5;180,9;"2016-11-04";292980
"20";"Vatnsstígur";101;"Fjölbýli";74445000;2;118,9;"2016-11-04";626114
"21";"Vatnsstígur";101;"Fjölbýli";58695000;2;107,6;"2016-11-04";545493
"22";"Bonalba Baja Spánn";1000;"Einbýli";39500000;5;150;"2016-11-04";263333
"23";"Lundur ";200;"Fjölbýli";64500000;3;126,7;"2016-11-04";509077
"24";"Strandvegur";210;"Fjölbýli";51900000;4;127,4;"2016-11-04";407378
"25";"Boðagrandi";107;"Fjölbýli";51900000;3;111,3;"2016-11-04";466307
