"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Hamarstígur";600;"Einbýli";56500000;6;241,5;"2016-07-14";233954
"2";"Lindasmári";201;"Fjölbýli";39900000;4;98,6;"2016-07-14";404665
"3";"Stakkholt - Opið Hús";105;"Fjölbýli";59900000;4;125,6;"2016-07-14";476911
"4";"Stekkjarlundur";380;"Einbýli";14900000;4;91,7;"2016-07-14";162486
"5";"Rjúpnasalir";201;"Fjölbýli";37900000;3;94,8;"2016-07-14";399789
"6";"Norðurbraut";220;"Einbýli";73900000;8;306,9;"2016-07-14";240795
"7";"Álafossvegur ";270;"Fjölbýli";52900000;12;332,8;"2016-07-14";158954
"8";"Fjóluás";221;"Par/Raðhús";54900000;7;280,4;"2016-07-14";195792
"9";"Dalsel";109;"Fjölbýli";36500000;5;125;"2016-07-14";292000
"10";"Dalsel";109;"Fjölbýli";36500000;5;156,7;"2016-07-14";232929
"12";"Álafossvegur";270;"Einbýli";52900000;10;332,8;"2016-07-14";158954
"13";"Fjóluás";221;"Par/Raðhús";54900000;6;280,4;"2016-07-14";195792
"14";"Norðurbraut";220;"Einbýli";73900000;7;306,9;"2016-07-14";240795
"15";"Klapparhlíð";270;"Fjölbýli";38900000;5;112,6;"2016-07-14";345471
"16";"Vatnsstígur";101;"Fjölbýli";77500000;4;125;"2016-07-14";620000
"17";"Framnesvegur Opið Hús";101;"Fjölbýli";47500000;5;116,3;"2016-07-14";408426
"18";"Kjarrhólmi";200;"Fjölbýli";32500000;4;89,5;"2016-07-14";363128
"20";"Fjóluás Opið Hús";221;"Par/Raðhús";54900000;6;280,4;"2016-07-14";195792
"22";"Norðurbraut Opið Hús";220;"Einbýli";73900000;7;306,9;"2016-07-14";240795
"23";"Reykjavíkurvegur";220;"Atvinnuhús";39400000;0;197,2;"2016-07-14";199797
"25";"Álafossvegur";270;"Fjölbýli";52900000;0;106,9;"2016-07-14";494855
