"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"3";"Þrumutún";600;"Einbýli";69000000;5;215,9;"2017-01-24";319592
"5";"Sólheimar";104;"Fjölbýli";40900000;4;104,5;"2017-01-24";391388
"7";"Urðarás";260;"Einbýli";69000000;5;275,6;"2017-01-24";250363
"8";"Esjugrund";116;"Einbýli";43000000;6;302;"2017-01-24";142384
"10";"Kleppsvegur";104;"Einbýli";77700000;9;200,5;"2017-01-24";387531
"11";"Hellismýri";800;"Atvinnuhús";12900000;1;110,8;"2017-01-24";116426
"13";"Esjugrund ";116;"Einbýli";43000000;8;302;"2017-01-24";142384
"14";"Brekatún";600;"Par/Raðhús";46900000;4;133,3;"2017-01-24";351838
"16";"Hrísrimi";112;"Fjölbýli";37900000;4;95,7;"2017-01-24";396029
"17";"Skarðshlíð";603;"Einbýli";54800000;7;233,9;"2017-01-24";234288
"18";"Heiðarbrún";810;"Einbýli";29800000;4;109;"2017-01-24";273394
"19";"Lindarbraut";170;"Par/Raðhús";79900000;4;179,1;"2017-01-24";446119
"20";"Búhamar";900;"Einbýli";39800000;4;194,6;"2017-01-24";204522
"21";"Völuteigur";270;"Atvinnuhús";49500000;4;270,5;"2017-01-24";182994
"22";"Esjugrund";116;"Einbýli";43000000;4;302;"2017-01-24";142384
"23";"Heiðarbyggð";601;"Jörð/Lóð";3000000;0;4228;"2017-01-24";710
"24";"Mardalur";260;"Par/Raðhús";33000000;6;213,8;"2017-01-24";154350
