"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Suðurhella";221;"Atvinnuhús";35000000;3;155,5;"2016-09-07";225080
"2";"Tjarnabraut";260;"Fjölbýli";22900000;3;89;"2016-09-07";257303
"3";"Kópubraut";230;"Jörð/Lóð";4000000;4;199;"2016-09-07";20101
"4";"Tjarnabraut";260;"Fjölbýli";27500000;4;100,5;"2016-09-07";273632
"5";"Garðavegur";230;"Fjölbýli";18600000;4;87,5;"2016-09-07";212571
"6";"Faxabraut";230;"Fjölbýli";13485375;3;78,7;"2016-09-07";171352
"7";"Kringlumýrarvegur";801;"Sumarhús";11900000;3;50,4;"2016-09-07";236111
"8";"Jörundarholt";300;"Par/Raðhús";35100000;4;130,3;"2016-09-07";269378
"9";"Völuteigur";270;"Atvinnuhús";54900000;0;283;"2016-09-07";193993
"10";"Drekagil";600;"Fjölbýli";17600000;2;64,3;"2016-09-07";273717
"11";"Heiðmörk ";810;"Par/Raðhús";37000000;4;116,5;"2016-09-07";317597
"12";"Hringbraut  ";220;"Fjölbýli";31900000;4;101,1;"2016-09-07";315529
"13";"Hringbraut";220;"Fjölbýli";31900000;5;101,1;"2016-09-07";315529
"14";"Flétturimi";112;"Fjölbýli";34500000;5;95,8;"2016-09-07";360125
"15";"Ólafsgeisli";113;"Einbýli";75900000;6;204,5;"2016-09-07";371149
"16";"Stigahlíð";105;"Fjölbýli";34900000;3;80,8;"2016-09-07";431931
"17";"Lómasalir";201;"Fjölbýli";38600000;3;104,3;"2016-09-07";370086
"18";"Suðurgata ";580;"Einbýli";59900000;6;496;"2016-09-07";120766
"19";"Hátún";105;"Hæðir";84900000;7;182,4;"2016-09-07";465461
"20";"Íbúð Gran Canary. playa Del Ingles";1000;"Fjölbýli";13200000;2;45;"2016-09-07";293333
"21";"Vallengi";112;"Fjölbýli";32900000;4;92,9;"2016-09-07";354144
"22";"Klukkuvellir";221;"Par/Raðhús";48900000;4;136;"2016-09-07";359559
"23";"Gnoðarvogur";104;"Fjölbýli";29500000;3;75,2;"2016-09-07";392287
"24";"Rauðalækur";105;"Hæðir";61900000;5;180,3;"2016-09-07";343317
"25";"Einigrund";300;"Fjölbýli";24400000;4;125,5;"2016-09-07";194422
