"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Hafnarstræti";600;"Fjölbýli";24900000;2;129,7;"2016-09-05";191981
"2";"Hverafold";112;"Atvinnuhús";34900000;0;173,2;"2016-09-05";201501
"3";"Sæbakki";740;"Par/Raðhús";31000000;3;124,1;"2016-09-05";249799
"4";"Gerplustræti";270;"Fjölbýli";42800000;4;133,1;"2016-09-05";321563
"5";"Mávahlíð";105;"Hæðir";44000000;4;97,2;"2016-09-05";452675
"6";"Svöluás";221;"Fjölbýli";30900000;3;87,1;"2016-09-05";354765
"7";"Akurvellir";221;"Fjölbýli";45900000;5;157,7;"2016-09-05";291059
"8";"Þrastanes";210;"Einbýli";118000000;7;371,4;"2016-09-05";317717
"9";"Tjarnarbrú";780;"íbúð í tvíbýli";21500000;3;93;"2016-09-05";231183
"10";"Vatnsstígur";101;"Fjölbýli";85900000;4;144,4;"2016-09-05";594875
"11";"Þórufell";111;"Fjölbýli";25900000;3;81,4;"2016-09-05";318182
"12";"Sæbakki";740;"Par/Raðhús";39000000;3;124,5;"2016-09-05";313253
"14";"Hólabraut";220;"Fjölbýli";24900000;3;85,9;"2016-09-05";289872
"15";"Guðrúnargata";105;"Fjölbýli";33900000;3;74,5;"2016-09-05";455034
"16";"Asparfell";111;"Fjölbýli";33500000;4;132;"2016-09-05";253788
"17";"Strandvegur";210;"Fjölbýli";47900000;3;118,4;"2016-09-05";404561
"18";"Mávahlíð";105;"Fjölbýli";44000000;4;97,2;"2016-09-05";452675
"19";"Hríshóll lóð";601;"Einbýli";27300000;3;99,4;"2016-09-05";274648
"22";"Hamraborg ";200;"Atvinnuhús";67000000;8;316,4;"2016-09-05";211757
"23";"Brúnastaðir";112;"Par/Raðhús";65900000;5;187,8;"2016-09-05";350905
"25";"Mávahlíð Opið Hús";105;"Hæðir";44000000;4;97,2;"2016-09-05";452675
