"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Smárahlíð ";603;"Fjölbýli";17800000;3;58,7;"2017-02-08";303237
"2";"Laufdalur ";260;"Par/Raðhús";29900000;4;157;"2017-02-08";190446
"3";"Mánatún ";105;"Fjölbýli";44900000;2;77,2;"2017-02-08";581606
"4";"Mánatún ";105;"Fjölbýli";47900000;2;87;"2017-02-08";550575
"5";"Mánatún ";105;"Fjölbýli";53900000;3;108,3;"2017-02-08";497692
"7";"Dalsgerði";600;"Par/Raðhús";35900000;5;126,2;"2017-02-08";284469
"8";"Rauðalækur";105;"Fjölbýli";43900000;4;102,5;"2017-02-08";428293
"9";"Garðatorg";210;"Fjölbýli";145000000;4;195;"2017-02-08";743590
"10";"Tröllaborgir";112;"Par/Raðhús";63900000;6;167,4;"2017-02-08";381720
"11";"Álftarimi";800;"Fjölbýli";20500000;3;109,7;"2017-02-08";186873
"13";"Rauðalækur";104;"Hæðir";55900000;4;162,2;"2017-02-08";344636
"14";"Kjóastaðir lóð";801;"Sumarhús";19900000;3;42,8;"2017-02-08";464953
"15";"Berjarimi";112;"Fjölbýli";34900000;3;88,3;"2017-02-08";395243
"18";"Ljómatún";600;"Par/Raðhús";45700000;4;133,3;"2017-02-08";342836
"19";"Hrísrimi";112;"Fjölbýli";33900000;3;85;"2017-02-08";398824
"20";"Vatnsstígur";101;"Fjölbýli";146000000;4;182,4;"2017-02-08";800439
"23";"Gilsbúð";210;"Atvinnuhús";54000000;0;151,2;"2017-02-08";357143
"24";"Norðurland";311;"Jörð/Lóð";15900000;0;20000;"2017-02-08";795
"25";"Sandbakki";780;"Fjölbýli";16500000;3;65,1;"2017-02-08";253456
