"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Fálkagata";107;"Fjölbýli";45900000;4;111,6;"2016-11-11";411290
"2";"Álalind";201;"Fjölbýli";38400000;3;81,9;"2016-11-11";468864
"3";"Álalind";201;"Fjölbýli";54900000;5;123,6;"2016-11-11";444175
"4";"Álalind";201;"Fjölbýli";48900000;4;102;"2016-11-11";479412
"5";"Álalind";201;"Fjölbýli";64900000;3;121,6;"2016-11-11";533717
"6";"Álalind";201;"Fjölbýli";44900000;4;99,9;"2016-11-11";449449
"7";"Álalind";201;"Fjölbýli";47900000;4;108,9;"2016-11-11";439853
"8";"Álalind";201;"Fjölbýli";41400000;3;81,9;"2016-11-11";505495
"9";"Álalind";201;"Fjölbýli";89900000;5;193;"2016-11-11";465803
"10";"Krummahólar";111;"Fjölbýli";22900000;2;73,4;"2016-11-11";311989
"11";"Arahólar";111;"Fjölbýli";24900000;2;62,8;"2016-11-11";396497
"13";"Sóleyjargata";101;"Einbýli";129000000;8;330,5;"2016-11-11";390318
"14";"Álalind";201;"Fjölbýli";41400000;3;82,3;"2016-11-11";503038
"15";"Grundarstígur";101;"Fjölbýli";15900000;1;21,6;"2016-11-11";736111
"16";"Brattholt";220;"Fjölbýli";26500000;3;86,4;"2016-11-11";306713
"17";"Friggjarbrunnur";113;"Fjölbýli";57800000;5;154,6;"2016-11-11";373868
"18";"Friggjarbrunnur";113;"Fjölbýli";51800000;4;136,3;"2016-11-11";380044
"19";"Friggjarbrunnur";113;"Fjölbýli";49900000;4;130;"2016-11-11";383846
"20";"Friggjarbrunnur";113;"Fjölbýli";38600000;3;100,3;"2016-11-11";384845
"21";"Gagnheiði ";800;"Jörð/Lóð";10000000;0;3458;"2016-11-11";2892
"23";"Strandvegur";210;"Fjölbýli";52900000;4;128;"2016-11-11";413281
"24";"Furugrund";300;"Einbýli";38500000;5;187;"2016-11-11";205882
"25";"Asparhvarf Opið Hús";203;"Fjölbýli";47900000;4;134,3;"2016-11-11";356664
