"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Skúlaskeið";220;"Einbýli";44900000;5;170,8;"2016-11-10";262881
"2";"Lækjarbrekka";801;"Sumarhús";38000000;5;127,2;"2016-11-10";298742
"3";"Suðurvangur";220;"Fjölbýli";37500000;3;97,7;"2016-11-10";383828
"4";"Furulundur";600;"Par/Raðhús";30900000;4;122;"2016-11-10";253279
"5";"Drekavellir";221;"Fjölbýli";43900000;4;125,8;"2016-11-10";348967
"6";"Ásabraut";230;"Fjölbýli";20900000;3;110;"2016-11-10";190000
"8";"Dýjagata";210;"Jörð/Lóð";16000000;0;792;"2016-11-10";20202
"10";"Hulduhóll";820;"Par/Raðhús";22500000;0;140,8;"2016-11-10";159801
"11";"Búðagerði";108;"Hæðir";39900000;4;84,7;"2016-11-10";471074
"12";"Skógarvegur";103;"Fjölbýli";89500000;4;160;"2016-11-10";559375
"13";"Breiðahvarf";203;"Einbýli";82900000;9;328,7;"2016-11-10";252206
"15";"Kjarnagata";600;"Fjölbýli";37000000;5;111,8;"2016-11-10";330948
"16";"Egilsgata";101;"Par/Raðhús";69900000;5;164,5;"2016-11-10";424924
"17";"Kjarnagata";600;"Fjölbýli";37000000;4;94,2;"2016-11-10";392781
"19";"Kjarnagata";600;"Fjölbýli";36000000;4;94,2;"2016-11-10";382166
"20";"Kjarnagata";600;"Fjölbýli";36000000;4;94,1;"2016-11-10";382572
"21";"Kjarnagata";600;"Fjölbýli";37000000;5;112,4;"2016-11-10";329181
"23";"Kjarnagata";600;"Fjölbýli";33000000;4;94,8;"2016-11-10";348101
"24";"Kjarnagata";600;"Fjölbýli";38000000;5;111,9;"2016-11-10";339589
"25";"Hóll";415;"Einbýli";14900000;4;166,2;"2016-11-10";89651
