"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Höfðavegur";780;"Fjölbýli";18500000;4;100,3;"2016-12-15";184447
"2";"Holtsvegur";210;"Fjölbýli";47900000;3;111,4;"2016-12-15";429982
"8";"Suðurlandsbraut";108;"Atvinnuhús";26000000;0;88,3;"2016-12-15";294451
"9";"Goðanes";603;"Atvinnuhús";17000000;0;79,6;"2016-12-15";213568
"11";"Hjallalundur";600;"Fjölbýli";22500000;3;76,7;"2016-12-15";293351
"13";"Reykjahvoll";270;"Jörð/Lóð";10000000;0;779,1;"2016-12-15";12835
"14";"Reykjahvoll";270;"Jörð/Lóð";10000000;0;820;"2016-12-15";12195
"16";"Sæland";610;"Einbýli";11000000;4;136,1;"2016-12-15";80823
"17";"Hólmatún";600;"Fjölbýli";35900000;4;97,4;"2016-12-15";368583
"18";"Lynghvammur ";220;"Einbýli";89900000;7;271,5;"2016-12-15";331123
"19";"Strembugata";900;"Fjölbýli";29000000;4;149,2;"2016-12-15";194370
"20";"Tröllakór";203;"Fjölbýli";39900000;4;102,3;"2016-12-15";390029
"21";"Suðurhof";845;"Einbýli";24900000;4;156,4;"2016-12-15";159207
"22";"Jöklafold";112;"Fjölbýli";36900000;3;85,6;"2016-12-15";431075
"23";"Hjallabraut";220;"Fjölbýli";41900000;5;133,6;"2016-12-15";313623
"24";"Langalína";210;"Fjölbýli";64000000;3;128,4;"2016-12-15";498442
"25";"Langalína";210;"Fjölbýli";59000000;3;127,5;"2016-12-15";462745
