"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Eyrarskógur";301;"Sumarhús";12900000;3;50;"2016-07-06";258000
"2";"Skriðustekkur";109;"Einbýli";64900000;7;249,5;"2016-07-06";260120
"3";"Stekkjarholt";300;"Hæðir";25900000;5;125,3;"2016-07-06";206704
"4";"Kóngsbakki";109;"Fjölbýli";27900000;3;79,5;"2016-07-06";350943
"5";"Kambavað";110;"Fjölbýli";34900000;3;96,5;"2016-07-06";361658
"6";"Hæðagarður";781;"Einbýli";18000000;5;134,7;"2016-07-06";133630
"9";"Kleifahraun";900;"Par/Raðhús";33500000;3;117,6;"2016-07-06";284864
"11";"Skriðustekkur";109;"Einbýli";64900000;8;249,5;"2016-07-06";260120
"12";"Heiðarbær lóð";801;"Sumarhús";30000000;5;83,1;"2016-07-06";361011
"13";"Stekkjarbrekka Leiga Eða Sala";730;"Par/Raðhús";24800000;5;128,9;"2016-07-06";192397
"14";"Laufrimi";112;"Fjölbýli";32200000;4;100,4;"2016-07-06";320717
"15";"Brekastígur";900;"Fjölbýli";12900000;2;63,2;"2016-07-06";204114
"16";"Vífilsgata";105;"Fjölbýli";20900000;2;52;"2016-07-06";401923
"17";"Fífumói";800;"Fjölbýli";23500000;3;94,8;"2016-07-06";247890
"18";"Starrahólar";111;"Fjölbýli";41900000;4;144,2;"2016-07-06";290569
"19";"Vesturberg";111;"Fjölbýli";29400000;4;98;"2016-07-06";300000
"20";"Laugavegur";101;"Fjölbýli";69900000;4;129,7;"2016-07-06";538936
"21";"Skeiðarvogur";104;"Fjölbýli";44900000;5;141,8;"2016-07-06";316643
"22";"Dísarás";110;"Par/Raðhús";64900000;8;297,8;"2016-07-06";217931
"23";"Ólafsgeisli";113;"Einbýli";76500000;7;233,7;"2016-07-06";327343
"24";"Klapparstígur";101;"Fjölbýli";55900000;4;118,9;"2016-07-06";470143
"25";"Þingás";110;"Einbýli";67500000;6;180,2;"2016-07-06";374584
