"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Ásvallagata";101;"Einbýli";130000000;9;217,7;"2016-07-09";597152
"2";"Hamraborg";200;"Fjölbýli";30200000;3;82,3;"2016-07-09";366950
"3";"Hafnarbraut";620;"Hæðir";11800000;5;93,9;"2016-07-09";125666
"4";"Ferjubakki";109;"Fjölbýli";28900000;4;105,1;"2016-07-09";274976
"6";"Hólagata";190;"Einbýli";39900000;4;154,5;"2016-07-09";258252
"7";"Rjúpnavegur";801;"Sumarhús";32000000;5;77,8;"2016-07-09";411311
"8";"Njarðvíkurbraut";260;"Einbýli";26900000;4;97,9;"2016-07-09";274770
"9";"Lindasmári";201;"Fjölbýli";39900000;4;98,6;"2016-07-09";404665
"10";"Fjóluvellir";221;"Par/Raðhús";59900000;5;219,1;"2016-07-09";273391
"11";"Hofakur";210;"Fjölbýli";59900000;4;157,3;"2016-07-09";380801
"12";"Gilsbakki";203;"Einbýli";79900000;8;175,7;"2016-07-09";454752
"13";"Blikahólar";111;"Fjölbýli";26900000;2;63,2;"2016-07-09";425633
"14";"Mánatún";105;"Fjölbýli";56500000;3;129,5;"2016-07-09";436293
"15";"Holtsvegur";210;"Fjölbýli";64900000;3;100;"2016-07-09";649000
"16";"Grandavegur - Opið Hús";107;"Fjölbýli";69500000;4;143,8;"2016-07-09";483310
"17";"Holtsvegur";210;"Fjölbýli";89900000;4;140,6;"2016-07-09";639403
"18";"Holtsvegur";210;"Fjölbýli";42900000;4;112,5;"2016-07-09";381333
"19";"Klukkuberg";221;"Fjölbýli";36700000;4;106,1;"2016-07-09";345900
"20";"Sléttuvegur";103;"Fjölbýli";54900000;2;128,5;"2016-07-09";427237
"21";"Öldugata";101;"Hæðir";42000000;5;96,3;"2016-07-09";436137
"22";"Laugarnesvegur";105;"Fjölbýli";31900000;3;81,9;"2016-07-09";389499
"23";"Dalsel";109;"Fjölbýli";19900000;2;58,7;"2016-07-09";339012
"24";"Línakur ";210;"Fjölbýli";44900000;4;120,9;"2016-07-09";371381
"25";"Holtsvegur";210;"Fjölbýli";45900000;4;124,3;"2016-07-09";369268
