"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Hátún";105;"Fjölbýli";220000;3;75,6;"2016-11-19";2910
"2";"Álftahólar";111;"Fjölbýli";32800000;4;107;"2016-11-19";306542
"3";"Laufdalur ";260;"Par/Raðhús";24900000;4;123,5;"2016-11-19";201619
"5";"Tröllaborgir";112;"Par/Raðhús";59500000;5;193,1;"2016-11-19";308131
"6";"Línakur";210;"Fjölbýli";53900000;4;121,8;"2016-11-19";442529
"7";"Melhagi";107;"Hæðir";81900000;6;196,7;"2016-11-19";416370
"8";"Heiðarvegur";730;"Einbýli";21850000;4;80;"2016-11-19";273125
"9";"Austurströnd";170;"Fjölbýli";59900000;4;123,4;"2016-11-19";485413
"10";"Langabrekka";200;"Fjölbýli";53900000;5;168,7;"2016-11-19";319502
"11";"Trönuhjalli";200;"Fjölbýli";38900000;4;98,2;"2016-11-19";396130
"12";"Safamýri Opið Hús";108;"Hæðir";56900000;6;156,8;"2016-11-19";362883
"13";"Kristnibraut";113;"Fjölbýli";35900000;3;90,6;"2016-11-19";396247
"14";"Eskivellir";221;"Fjölbýli";42900000;4;127,3;"2016-11-19";336999
"15";"Mánatún";105;"Fjölbýli";52300000;3;107,2;"2016-11-19";487873
"16";"Bergþórugata";101;"Fjölbýli";24900000;1;40,5;"2016-11-19";614815
"17";"Höfðabraut";300;"Fjölbýli";14500000;4;97,1;"2016-11-19";149331
"18";"Strandgata Með Aukaíbúð (opið Hús)";220;"Fjölbýli";49900000;5;202,1;"2016-11-19";246907
"19";"Þorfinnsgata - Opið Hús";101;"Fjölbýli";33700000;4;77,4;"2016-11-19";435401
"23";"Stigahlíð";105;"Fjölbýli";35900000;3;79,8;"2016-11-19";449875
"24";"Bakkalág";240;"Atvinnuhús";8500000;0;60,4;"2016-11-19";140728
"25";"Brekkustígur";245;"Hæðir";17900000;4;95;"2016-11-19";188421
