"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"2";"Laugavegur";101;"Fjölbýli";67400000;3;136,8;"2017-01-10";492690
"3";"Skarðshlíð";603;"Fjölbýli";24700000;5;116,2;"2017-01-10";212565
"4";"Búðarflöt ";225;"Einbýli";93900000;5;179,6;"2017-01-10";522829
"6";"Brekkuhvarf ";203;"Einbýli";79500000;5;269,2;"2017-01-10";295319
"7";"Sumarhúsalóð Grímsnesi Lyngbrekka";801;"Jörð/Lóð";3500000;0;5693;"2017-01-10";615
"8";"Heimsendi";201;"Hesthús";9500000;3;59,4;"2017-01-10";159933
"9";"Hlíðarás";221;"Einbýli";87900000;8;308,1;"2017-01-10";285297
"10";"Heiðarimi";801;"Sumarhús";24900000;4;66,8;"2017-01-10";372754
"11";"Hestur lóð";801;"Jörð/Lóð";9900000;4;95,7;"2017-01-10";103448
"12";"Þingasel";109;"Einbýli";89900000;5;324,3;"2017-01-10";277212
"14";"Herjólfsgata";220;"Fjölbýli";47900000;3;92,5;"2017-01-10";517838
"15";"Álfhólsvegur";200;"Fjölbýli";46900000;3;100,2;"2017-01-10";468064
"18";"Skólavörðustígur";101;"Fjölbýli";63900000;1;113,2;"2017-01-10";564488
"19";"Melhólar";800;"Par/Raðhús";26990000;4;145,8;"2017-01-10";185117
"20";"Garðatorg";210;"Fjölbýli";76900000;4;160,3;"2017-01-10";479726
"22";"Kothúsavegur";250;"Einbýli";38900000;6;256,9;"2017-01-10";151421
"24";"Arkarholt";311;"Sumarhús";13200000;3;50,5;"2017-01-10";261386
"25";"Álalækur";800;"Fjölbýli";26800000;3;102,8;"2017-01-10";260700
