"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"fermverd"
"6462";"Gerðavegur";250;"Fjölbýli";10500000;4;94,4;111229
"6463";"Holtagata";420;"Einbýli";20200000;4;173;116763
"6464";"Skúlagata";340;"Fjölbýli";18000000;4;148,3;121376
"6465";"Freyvangur";850;"Fjölbýli";14000000;2;68,7;203785
"6466";"Freyvangur";850;"Fjölbýli";25000000;6;187,5;133333
"6467";"Urðarvegur";400;"Hæðir";13500000;4;131,2;102896
"6472";"Borgartún";105;"Atvinnuhús";165000000;0;634,4;260088
"6474";"Klængsbúð ";815;"Par/Raðhús";9800000;5;179;54749
"6475";"Lambaás";320;"Jörð/Lóð";3000000;0;4734;634
"6477";"Krókháls";110;"Atvinnuhús";1;12;120;0
"6478";"Eyrarflöt";801;"Sumarhús";13500000;3;60,9;221675
"6480";"Bræðrabrekka Strandabyggð";510;"Jörð/Lóð";69000000;0;1443,7;47794
"6482";"Birkimói";311;"Fjölbýli";20000000;3;191,2;104603
"6484";"Norðurtún";700;"Einbýli";43900000;4;192,4;228170
"6485";"Suðurgata";300;"Einbýli";22900000;6;171,9;133217
"6488";"Brekkugata";530;"Fjölbýli";19900000;6;276,6;71945
"6489";"Ölkelduvegur";350;"Fjölbýli";7500000;2;70;107143
"6490";"Háarif";356;"Fjölbýli";11000000;4;140,6;78236
"6491";"Grundarbraut";355;"Fjölbýli";4900000;3;42;116667
"6492";"Hjarðartún";355;"Fjölbýli";17900000;4;140;127857
"6493";"Mýrarholt";355;"Einbýli";6500000;2;90,9;71507
"6494";"Ólafsbraut";355;"Einbýli";11000000;6;103,2;106589
"6495";"Stekkjarholt";355;"Einbýli";15900000;4;169,1;94027
"6496";"Grundarbraut";355;"Fjölbýli";13500000;5;120;112500
"6497";"Keflavíkurgata";360;"Einbýli";7900000;4;153,1;51600
"6500";"Brekkutröð";301;"Jörð/Lóð";3500000;0;6662;525
"6501";"Brekkutröð";301;"Jörð/Lóð";3400000;0;6891;493
"6503";"Hafnargata";710;"Einbýli";16000000;0;92,6;172786
"6504";"Suðurgata";230;"Fjölbýli";9900000;3;103,4;95745
"6505";"Víkurbraut";230;"Fjölbýli";15000000;4;171;87719
"6508";"Bessastígur";900;"Fjölbýli";9000000;3;94,6;95137
"6511";"Vesturbyggð";801;"Einbýli";22900000;0;135,8;168630
"6512";"Holtagata";420;"Einbýli";13000000;4;170,3;76336
"6513";"Skagabraut";250;"Einbýli";24000000;0;166;144578
"6514";"Hafnarbyggð";690;"Par/Raðhús";22000000;3;85,6;257009
"6515";"Hrafnabjörg";600;"Einbýli";58500000;8;284,9;205335
"6517";"Blíðubakki";270;"Hesthús";79400000;0;797,4;99574
"6518";"Hafnargata";230;"Fjölbýli";14900000;4;141,1;105599
"6519";"Hraunbakki";815;"Atvinnuhús";19000000;0;85,9;221187
"6521";"Tindar";116;"Atvinnuhús";19900000;1;200;99500
"6522";"Oddabraut";815;"Einbýli";18900000;6;185,5;101887
"6523";"Egilsbraut";815;"Fjölbýli";14000000;4;130,6;107198
"6524";"Pálsbúð";815;"Einbýli";14000000;0;260;53846
"6525";"Egilsbraut ";815;"Fjölbýli";14500000;4;91,1;159166
"6526";"Kléberg";815;"Fjölbýli";21500000;0;182,3;117937
"6527";"Egilsbraut";815;"Einbýli";15500000;5;191,6;80898
"6528";"Smiðjustígur";845;"Einbýli";15000000;4;78,5;191083
"6529";"Þórustígur";260;"Fjölbýli";7400000;2;52,5;140952
"6531";"Njarðvíkurbraut";260;"Fjölbýli";9700000;3;78,4;123724
"6532";"Réttarholt ";310;"Bílskúr";29900000;6;204,8;145996
"6533";"Þórólfsgata";310;"Fjölbýli";13900000;3;98,4;141260
"6534";"Grundargata";350;"Einbýli";28500000;6;208,4;136756
"6536";"Litla Hildisey";861;"Jörð/Land Lögbýli";74000000;4;1040;71154
"6537";"Drafnargata";425;"Par/Raðhús";7900000;6;130,8;60398
"6538";"Pólgata";400;"Fjölbýli";9000000;4;139,5;64516
"6539";"Drafnargata";425;"Par/Raðhús";9600000;5;169,5;56637
"6540";"Grundarstígur";425;"Einbýli";8500000;6;167,4;50777
"6541";"Bjarkartún";250;"Einbýli";16600000;4;204,4;81213
"6542";"Bjarkartún";250;"Einbýli";15700000;4;204,4;76810
"6543";"Vörðubraut";250;"Einbýli";15900000;5;194,9;81580
"6544";"Heiðarholt";250;"Par/Raðhús";14500000;4;205,6;70525
"6545";"Garðbraut";250;"Einbýli";18000000;6;199,3;90316
"6547";"Faxabraut";300;"Atvinnuhús";18800000;1;163;115337
"6548";"Faxabraut";300;"Atvinnuhús";11800000;1;102,1;115573
"6549";"Hús til flutnings";800;"Sumarhús";6900000;0;35;197143
"6555";"Norðurgarður";245;"Atvinnuhús";175000000;0;2160;81019
"6556";"Hafnargata";230;"Fjölbýli";9500000;3;88,5;107345
"6559";"Áskot Ásahreppi";851;"Jörð/Lóð";150000000;0;816,2;183778
"6560";"Kvíslartunga";270;"Jörð/Lóð";11200000;0;278,3;40244
"6561";"Fitjar jörð";245;"Jörð/Lóð";22000000;0;37000000;1
"6562";"Stórholt";603;"Atvinnuhús";180000000;0;638;282132
"6564";"Fjarðarbraut";755;"Fjölbýli";6000000;6;160;37500
"6565";"Austurvegur";730;"Fjölbýli";7500000;3;75,1;99867
"6566";"Strandgata";735;"Einbýli";12500000;6;132,5;94340
"6567";"Bakkastígur";735;"Einbýli";11500000;4;119,9;95913
"6568";"Austurvegur";730;"Fjölbýli";7500000;3;74,4;100806
"6569";"Strandgata";735;"Par/Raðhús";7000000;4;130,8;53517
"6570";"Sólvellir";350;"Atvinnuhús";27000000;0;269,2;100297
"6573";"Sumarhús/gestahús";800;"Sumarhús";6900000;0;35;197143
"6575";"Koðrabúðir";801;"Jörð/Lóð";1900000;0;4047;469
"6580";"Markaflöt Við Flúðir";845;"Jörð/Lóð";36000000;0;6,1;5901639
"6581";"Sjávargata";260;"Fjölbýli";8500000;2;71,7;118550
"6582";"Mardalur";260;"Par/Raðhús";19000000;5;213,8;88868
"6583";"Sjávargata";260;"Fjölbýli";8900000;3;71,7;124128
"6584";"Mardalur";260;"Par/Raðhús";19500000;5;213,6;91292
"6585";"Hafdalur";260;"Par/Raðhús";20500000;5;203;100985
"6588";"Fitjaás";260;"Einbýli";22500000;6;292,7;76871
"6589";"Ólafsbraut";355;"Einbýli";29500000;0;314,3;93859
"6590";"Lyngholt";603;"Einbýli";46000000;7;219,9;209186
"6591";"Brekkuheiði";801;"Sumarhús";19900000;3;64,5;308527
"6593";"Lækjamót";245;"Par/Raðhús";12000000;4;149;80537
"6594";"Lómatjörn";260;"Einbýli";17900000;7;246,2;72705
"6595";"Keldugata";210;"Jörð/Lóð";21000000;5;666;31532
"6599";"Jódísarstaðir";601;"Jörð/Lóð";5000000;0;3592;1392
"6603";"Suðurhóp";240;"Par/Raðhús";32000000;4;146,6;218281
"6604";"Suðurgata";801;"Jörð/Lóð";6500000;0;35043;185
"6605";"Svínaskálahlíð";735;"Einbýli";34700000;7;243,2;142681
"6607";"Bolholt";105;"Atvinnuhús";675000;0;530;1274
"6608";"Urðarmói";800;"Einbýli";5000000;0;193,2;25880
"6610";"Skógarsel";109;"Einbýli";90000000;0;529,7;169907
"6611";"Túngata";820;"Einbýli";22500000;7;232,3;96858
"6612";"Heiðarbrún";825;"Einbýli";22900000;6;252,1;90837
"6613";"Kistumelur";116;"Jörð/Lóð";58000000;0;10982;5281
"6614";"Kjarrás  lóð";301;"Jörð/Lóð";3500000;0;6600;530
"6616";"Grundarbraut";355;"Atvinnuhús";29000000;0;195,7;148186
"6617";"Hafnargata";360;"Atvinnuhús";1;0;543;0
"6619";"Borgarbraut";340;"Par/Raðhús";19500000;3;76,8;253906
"6621";"Snoppuvegur";355;"Atvinnuhús";12000000;0;277,7;43212
"6624";"Arnarborg";340;"Sumarhús";29500000;4;107;275701
"6626";"Austurgata";340;"Einbýli";29000000;5;160;181250
"6627";"Grundarbraut";355;"Einbýli";17000000;6;236;72034
"6630";"Ártún";350;"Atvinnuhús";21000000;0;350;60000
"6633";"Ólafsbraut";355;"Atvinnuhús";17900000;0;108,4;165129
"6634";"Snæfellsás";360;"Einbýli";27000000;6;267,9;100784
"6635";"Ólafsbraut";355;"Einbýli";19900000;6;206,1;96555
"6636";"Ólafsbraut";355;"Atvinnuhús";18000000;0;198,2;90817
"6637";"Naustabúð";360;"Einbýli";20000000;4;119,9;166806
"6639";"Stóri-bakki";701;"Jörð/Lóð";75000000;0;442502,3;169
"6641";"Þiljuvellir";740;"Fjölbýli";9900000;3;102,9;96210
"6642";"Brattagata";900;"Fjölbýli";11500000;3;125,7;91488
"6643";"Heimagata";900;"Fjölbýli";14000000;3;160,7;87119
"6647";"Stangarbraut";801;"Sumarhús";14900000;2;25,8;577519
"6648";"Hlíðargata";740;"Fjölbýli";9000000;4;128,6;69984
"6649";"Gnípuheiði";190;"Jörð/Lóð";9500000;4;113,6;83627
"6650";"Borgarbraut";310;"Atvinnuhús";19000000;0;103,5;183575
"6653";"Heiðargil";230;"Einbýli";54000000;6;278;194245
"6654";"Hesthús Hlíðarþúfa";220;"Hesthús";8900000;0;91,6;97162
"6655";"Hesthús Hlíðarþúfur";220;"Hesthús";5400000;0;45,8;117904
"6656";"Sumarb. engjagil";802;"Sumarhús";20000000;4;97,2;205761
"6658";"Grettisgata";101;"Fjölbýli";59000000;4;149,5;394649
"6659";"Norðurbyggð";815;"Par/Raðhús";25200000;4;167,9;150089
"6660";"Smáratún ";851;"Einbýli";12900000;7;212,8;60620
"6661";"Brúnalda";850;"Einbýli";12900000;5;178,5;72269
"6662";"Skyggnisbraut Sumarhús";801;"Sumarhús";9300000;3;49;189796
"6665";"Hlíðarvegur";400;"Hæðir";12500000;5;100,7;124131
"6667";"Drífubakki";270;"Hesthús";22900000;1;115,5;198268
"6668";"Faxaból";110;"Hesthús";8600000;0;58;148276
"6673";"Þórsstígur ";801;"Jörð/Lóð";2000000;0;7450;268
"6678";"Snæringsstaðir";541;"Fjölbýli";39500000;7;159,6;247494
"6679";"Fákafell";350;"Hesthús";1700000;0;68;25000
"6681";"Eyravegur";800;"Atvinnuhús";17500000;2;116,6;150086
"6682";"Bárðarás";356;"Einbýli";24500000;3;232,8;105241
"6685";"Lyngbrekka";801;"Jörð/Lóð";2000000;0;7241;276
"6686";"Lyngbrekka ";801;"Jörð/Lóð";2000000;0;9666;207
"6687";"Lyngbrekka ";801;"Jörð/Lóð";2000000;0;7346;272
"6689";"Lækjargata";220;"Atvinnuhús";37000000;5;193,3;191412
"6690";"Spánn - Dona Pepe";1000;"Par/Raðhús";44000000;5;129;341085
"6693";"Faxabraut ";230;"Atvinnuhús";13700000;0;197,8;69262
"6694";"Karlsrauðatorg ";620;"Par/Raðhús";22000000;6;151,9;144832
"6696";"Ás";311;"Jörð/Lóð";13000000;0;43500;299
"6697";"Hlíðarvegur";350;"Einbýli";28000000;4;186,4;150215
"6699";"Ás einbýlishúsalóð";311;"Jörð/Lóð";13000000;0;43500;299
"6701";"Eyri";545;"Einbýli";4500000;3;88,4;50905
"6702";"Sambyggð";815;"Fjölbýli";12000000;3;84,7;141677
"6706";"Brautarholt";355;"Hæðir";14900000;3;108,7;137075
"6707";"Túngata";580;"Einbýli";13300000;5;101,2;131423
"6710";"Heimsendi";203;"Hesthús";10500000;0;99,7;105316
"6711";"Grundargata";350;"Hæðir";14500000;5;131,4;110350
"6712";"Hallandi";801;"Jörð/Lóð";37000000;0;480000;77
"6714";"Drangahraun";220;"Atvinnuhús";137000000;0;1377;99492
"6716";"Öldugata";425;"Einbýli";6900000;5;130;53077
"6718";"Heiðarbraut";300;"Einbýli";23000000;9;269;85502
"6719";"Vesturgata";300;"Fjölbýli";14500000;3;210,1;69015
"6720";"Sólvellir";685;"Einbýli";5800000;5;99,3;58409
"6721";"Sörlagrund";230;"Hesthús";4400000;0;85,5;51462
"6722";"Fagridalur";190;"Einbýli";34900000;6;219;159361
"6723";"Vogagerði";190;"Einbýli";16900000;4;82;206098
"6724";"Suðurgata";230;"Einbýli";35900000;7;189;189947
"6725";"Sólhlíð-3-eh";900;"Fjölbýli";14500000;4;127,4;113815
"6726";"Hólavegur";620;"Einbýli";24800000;8;214;115888
"6728";"Hellugljúfur";816;"Jörð/Lóð";1500000;0;5331;281
"6729";"Hellugljúfur";816;"Jörð/Lóð";1500000;0;5425;276
"6730";"Hellugljúfur";816;"Jörð/Lóð";1500000;0;5184;289
"6731";"Grundargata";350;"Fjölbýli";17100000;4;88;194318
"6732";"Hrafnaklettur";310;"Fjölbýli";12000000;2;67,2;178571
"6733";"Hafnarstræti";470;"Einbýli";10500000;5;166,2;63177
"6734";"Miðgarður";740;"Par/Raðhús";7900000;5;140,1;56388
"6748";"Funabakki";270;"Hesthús";9900000;0;52,2;189655
"6749";"Víðibrekka";801;"Jörð/Lóð";1800000;0;7960;226
"6750";"Stráksmýri";311;"Jörð/Lóð";3500000;0;86;40698
"6751";"Sörlaskeið";220;"Hesthús";29800000;0;200;149000
"6753";"Auðnir";190;"Sumarhús";3500000;0;35,2;99432
"6754";"Gistiheimilið Brenna Þrúðvangi";850;"Atvinnuhús";39000000;0;785,3;49663
"6755";"Gvendarási";311;"Jörð/Lóð";1000000;0;4650;215
"6756";"Gvendarási";311;"Jörð/Lóð";1100000;0;4549;242
"6757";"Gvendarási";311;"Jörð/Lóð";1000000;0;3856;259
"6758";"Gvendarási";311;"Jörð/Lóð";900000;0;5285;170
"6759";"Gvendarási";311;"Jörð/Lóð";900000;0;5983;150
"6760";"Gvendarási";311;"Jörð/Lóð";1100000;0;4970;221
"6761";"Gvendarási";311;"Jörð/Lóð";1000000;0;4986;201
"6762";"Gvendarási";311;"Jörð/Lóð";1000000;0;4420;226
"6763";"Gvendarási";311;"Jörð/Lóð";1000000;0;6281;159
"6764";"Gvendarási";311;"Jörð/Lóð";900000;0;4066;221
"6766";"Lækjarbrekka ";801;"Jörð/Lóð";2000000;0;4718;424
"6767";"Lækjarbakki ";801;"Jörð/Lóð";2000000;0;7179;279
"6768";"Lækjarbrekka ";801;"Jörð/Lóð";2000000;0;5062;395
"6772";"Bæjarholt";801;"Einbýli";5800000;6;232,7;24925
"6773";"Fagurhóll";350;"Einbýli";33000000;6;239,5;137787
"6776";"Gestsstaðir";311;"Jörð/Lóð";40000000;0;1000000;40
"6777";"Þverbraut";540;"Fjölbýli";8900000;0;125,1;71143
"6778";"Kiðjaberg lóð";801;"Jörð/Lóð";6000000;0;13500;444
"6780";"Kaldárselsvegur   ,";221;"Hesthús";8500000;0;90,5;93923
"6781";"Boðagerði";670;"Einbýli";9500000;4;113;84071
"6782";"Merkurhraun";801;"Sumarhús";15000000;0;118;127119
"6783";"Fjólugata";900;"Fjölbýli";17500000;5;170,5;102639
"6784";"Nónvarða";230;"Fjölbýli";19000000;3;163,5;116208
"6785";"Sólbakki";801;"Jörð/Lóð";4000000;0;10783;371
"6786";"Sóleyjargata";300;"Hæðir";10900000;3;60,3;180763
"6790";"Heilsárshús";600;"Sumarhús";7900000;3;56;141071
"6791";"Kirkjuvegur";900;"Fjölbýli";25800000;4;179,7;143573
"6792";"Vallarás";230;"Einbýli";21900000;5;284,8;76896
"6793";"Óseyrarbraut";220;"Jörð/Lóð";95000000;14;3223,9;29467
"6795";"Karlsbraut";620;"Einbýli";6900000;3;177,4;38895
"6796";"Kirkjuvegur";625;"Einbýli";8500000;4;99,4;85513
"6798";"Brekastígur";900;"Par/Raðhús";18000000;4;103,2;174419
"6799";"Kveldúlfsgata";310;"Einbýli";29500000;8;203,4;145034
"6800";"Básvegur ";230;"Atvinnuhús";17000000;0;218,4;77839
"6801";"Bjarkargata";450;"Hæðir";5500000;3;72;76389
"6804";"Háteigur -";230;"Fjölbýli";14500000;3;72,3;200553
"6806";"Vallholt Þingeyjarsveit";641;"Jörð/Lóð";46000000;5;1137,6;40436
"6807";"Faxabraut";230;"Fjölbýli";13900000;2;67,5;205926
"6808";"Kirkjuvegur";230;"Fjölbýli";22500000;5;127,2;176887
"6809";"Sólheimar Árvegur ";801;"Sumarhús";7900000;0;56000;141
"6810";"Þórdísarbyggð ";311;"Jörð/Lóð";2550000;0;30000;85
"6811";"Þórdísarbyggð ";311;"Jörð/Lóð";3060000;0;36000;85
"6814";"Svartagil Borgarbyggð";311;"Jörð/Lóð";220000000;0;1609;136731
"6816";"Hafnargata";730;"Atvinnuhús";30000000;0;417,9;71788
"6818";"Lágafell Breiðdalshreppi";760;"Jörð/Lóð";24000000;0;548,3;43772
"6819";"Ásholt  jörð";851;"Jörð/Lóð";45900000;3;76,8;597656
"6820";"Hlíðskógar Þingeyjarsveit";645;"Jörð/Lóð";28000000;1;1256,9;22277
"6821";"Árhraun, Land Á Skeiðum.";801;"Einbýli";11000000;0;446;24664
"6822";"Þórisstaðir";801;"Jörð/Lóð";1200000;0;6928;173
"6825";"Strandgata";545;"Bílskúr";18900000;5;188,6;100212
"6826";"Skógar";671;"Jörð/Lóð";15000000;5;546;27473
"6827";"Garður I Og Ii";671;"Jörð/Lóð";65000000;5;1241,8;52343
"6828";"Freyvangur";850;"Einbýli";22000000;5;178,8;123043
"6829";"Þóroddsstaðir lóð";801;"Sumarhús";6400000;1;6;1066667
"6830";"Foldahraun";900;"Fjölbýli";13900000;4;90,3;153931
"6833";"Skólavellir";800;"Fjölbýli";10900000;2;59,2;184122
"6836";"Hyrjarhöfði";110;"Atvinnuhús";61000000;0;434,4;140424
"6837";"Nesbakki";740;"Fjölbýli";19500000;4;132,3;147392
"6839";"Vatnsstígur";101;"Fjölbýli";68500000;2;144,4;474377
"6841";"Stangarbraut lóð";801;"Jörð/Lóð";3900000;0;5300;736
"6842";"Ástu-sólliljugata";270;"Jörð/Lóð";9500000;0;790,5;12018
"6844";"Ástu-sólliljugata";270;"Jörð/Lóð";9000000;0;882,9;10194
"6846";"Ásland";270;"Jörð/Lóð";9500000;0;732,2;12975
"6850";"Hraunvegur";851;"Jörð/Lóð";1750000;0;7000;250
"6852";"Kjóabraut";845;"Sumarhús";19700000;4;60;328333
"6853";"Básvegur";230;"Atvinnuhús";32500000;0;564,7;57553
"6856";"Kross";765;"Jörð/Lóð";80000000;4;391,7;204238
"6857";"Þrastahólar";801;"Jörð/Lóð";1990000;0;5488;363
"6858";"Kerhraun ";801;"Jörð/Lóð";2900000;0;7240;401
"6859";"Aðalgata";420;"Sumarhús";4800000;4;83,4;57554
"6861";"Lóð Í Landi Reyðarvatns";851;"Jörð/Lóð";3800000;0;76000;50
"6862";"Hesthús Í Úlfarsfellslandi";270;"Hesthús";10000000;0;1,38;7246377
"6863";"Vestmannabraut";900;"Atvinnuhús";25500000;0;217,5;117241
"6865";"Sumarhús í smíðum";825;"Sumarhús";7200000;3;60;120000
"6866";"Nónhólar";801;"Jörð/Lóð";3300000;0;7863;420
"6867";"Eyrarlækur ";800;"Jörð/Lóð";6800000;0;1200;5667
"6868";"Skólastígur";415;"Fjölbýli";9900000;6;103,4;95745
"6870";"Kerhraun Grímsnesi";801;"Jörð/Lóð";2300000;0;6082;378
"6871";"Vesturbakki";815;"Atvinnuhús";13000000;0;147,6;88076
"6872";"Vesturbraut ";370;"Atvinnuhús";14500000;0;338,3;42861
"6873";"Suðurgata";300;"Einbýli";19500000;6;245,4;79462
"6875";"Óseyrarbraut";815;"Atvinnuhús";32000000;0;317;100946
"6876";"Laxabakki ";800;"Jörð/Lóð";8000000;0;837,8;9549
"6878";"Gagnheiði";800;"Atvinnuhús";24000000;3;196,2;122324
"6879";"Vallarland";800;"Jörð/Lóð";5400000;0;862,8;6259
"6880";"Aðalgata";420;"Sumarhús";4500000;2;58,9;76401
"6881";"Öldugata";621;"Einbýli";29500000;6;190,3;155018
"6887";"Sóleyjargata";900;"Einbýli";38500000;6;313,5;122807
"6888";"Efri Foss Og Neðri Foss";500;"Jörð/Lóð";48000000;6;105;457143
"6889";"Steinás ";260;"Einbýli";59000000;6;280,3;210489
"6890";"Birkiás";311;"Jörð/Lóð";1000000;0;4867;205
"6891";"Mýrarvegur";311;"Sumarhús";12500000;4;66,9;186846
"6894";"Lækjarbrekka  lóð";801;"Jörð/Lóð";2300000;0;4824;477
"6896";"Hávegur";580;"Einbýli";28900000;7;181,8;158966
"6899";"Hús til brottflutnings";861;"Nýbygging";2000000;0;30;66667
"6904";"Eyrarskógur";301;"Sumarhús";14600000;2;44,4;328829
"6907";"Svínhagi Hs";850;"Jörð/Lóð";7900000;4;9999,99;790
"6908";"Svínadalur Skaftárhreppi";880;"Jörð/Lóð";59000000;0;870,6;67769
"6909";"Ljárskógar Dalabyggð";371;"Jörð/Lóð";145000000;4;161;900621
"6910";"Heiðarvegur";230;"Fjölbýli";11300000;3;60;188333
"6911";"Beykidalur";260;"Fjölbýli";25700000;3;117;219658
"6912";"Heiðarvegur";800;"Fjölbýli";8900000;2;51,4;173152
"6913";"Lyngholt Reykholti Borgarbyggð";320;"Einbýli";21800000;6;144,4;150970
"6914";"Nesbraut";730;"Atvinnuhús";12900000;1;142;90845
"6916";"Mávabraut";230;"Fjölbýli";12900000;3;66,8;193114
"6920";"Strandvegur";900;"Atvinnuhús";8200000;0;76,3;107471
"6928";"Þórisstaðir";801;"Jörð/Lóð";2000000;4;102,1;19589
"6929";"Miklaholt Borgarbyggð";311;"Jörð/Lóð";55000000;0;538,4;102155
"6931";"Austurvegur";730;"Íbúðarhúsnæði";32000000;5;266,9;119895
"6933";"Brattahlíð";270;"Jörð/Lóð";11500000;0;750;15333
"6934";"Bíldshöfði ";110;"Atvinnuhús";660000000;0;13,6;48529412
"6938";"Tjarnarvegur ";801;"Jörð/Lóð";2500000;0;34314;73
"6939";"Tjarnarmói";800;"Jörð/Lóð";7000000;0;1248;5609
"6940";"Tjarnarmói";800;"Jörð/Lóð";7000000;5;221,1;31660
"6941";"Tjarnarás ";301;"Sumarhús";23500000;0;82,7;284160
"6942";"Egilsgata";310;"Fjölbýli";6500000;2;43,4;149770
"6943";"Heyklif Fjarðabyggð";755;"Jörð/Lóð";45000000;0;539,8;83364
"6944";"Borgarvegur";260;"Einbýli";28000000;4;270,6;103474
"6945";"Hlíðarvegur";260;"Par/Raðhús";24500000;3;145;168966
"6946";"Vatnsnesvegur";230;"Fjölbýli";13900000;3;95,9;144943
"6948";"Mardalur";260;"Par/Raðhús";25900000;5;217,9;118862
"6949";"Mávabraut";230;"Fjölbýli";15500000;2;86,5;179191
"6953";"Litli-klofi";851;"Jörð/Lóð";6000000;0;61284,4;98
"6954";"Lækjarhvammur";801;"Jörð/Lóð";6400000;0;10668;600
"6956";"Hvassahraun";190;"Jörð/Lóð";3900000;0;4400;886
"6959";"Hásteinsvegur";825;"Einbýli";22500000;4;156,4;143862
"6960";"Sambyggð";815;"Fjölbýli";8500000;2;58,3;145798
"6961";"Kálfhólabyggð-stóra Fjall";311;"Sumarhús";8900000;3;53,6;166045
"6962";"Kálfhólabyggð, Stóra Fjall";311;"Sumarhús";13900000;4;53,4;260300
"6963";"Esjugrund";116;"Par/Raðhús";35800000;4;147,1;243372
"6966";"Suðurgata";230;"Fjölbýli";18900000;4;121,9;155045
"6967";"Vallarbraut";260;"Fjölbýli";16600000;3;81,8;202934
"6968";"Víkurbraut";245;"Fjölbýli";12000000;5;120;100000
"6970";"Vallargata";230;"Hæðir";14300000;3;70;204286
"6971";"Hjallavegur";260;"Fjölbýli";13000000;3;81,3;159902
"6972";"Heiðarholt";230;"Fjölbýli";13900000;3;84,2;165083
"6973";"Fífumói";260;"Fjölbýli";20800000;3;78,1;266325
"6974";"Aspardalur ";260;"Par/Raðhús";38000000;5;195;194872
"6975";"Baldursgata";230;"Hæðir";11000000;2;57,3;191972
"6978";"Heiðarvegur";230;"Par/Raðhús";25900000;6;180,9;143173
"6979";"Fífumói";260;"Fjölbýli";10000000;2;55,6;179856
"6980";"Heiðarhvammur";230;"Fjölbýli";14200000;3;77,3;183700
"6981";"Heiðarból";230;"Fjölbýli";10500000;2;62,1;169082
"6982";"Faxabraut";230;"Fjölbýli";13100000;0;72,1;181692
"6983";"Framnesvegur";230;"Fjölbýli";15000000;3;77,7;193050
"6984";"Djúpivogur";233;"Einbýli";30000000;6;199,4;150451
"6985";"Faxabraut";230;"Fjölbýli";14500000;4;79,1;183312
"6987";"Brekkustígur";230;"Par/Raðhús";26000000;4;192,8;134855
"6988";"Ásabraut";801;"Jörð/Lóð";1900000;0;5999;317
"6989";"Þórólfsgata";310;"Fjölbýli";14000000;5;154,4;90674
"6991";"Hesthús Heimsendi ";203;"Hesthús";11900000;0;68,6;173469
"6992";"Hafnargata ";230;"Atvinnuhús";8500000;0;84,6;100473
"6994";"Hellismýri";800;"Atvinnuhús";14000000;1;109,6;127737
"6997";"Vetrarbraut";580;"Atvinnuhús";16500000;0;641,2;25733
"7002";"Héðinsgerði ";801;"Jörð/Lóð";25000000;0;336000;74
"7003";"Trönuhraun";220;"Atvinnuhús";65000000;5;472,6;137537
"7007";"Háteigur";300;"Fjölbýli";9000000;2;77,5;116129
"7008";"Borgarbraut ";310;"Par/Raðhús";13500000;5;91,4;147702
"7010";"Botnabraut";735;"Einbýli";16000000;8;159,5;100313
"7011";"Sólvellir";621;"Fjölbýli";12500000;3;87,2;143349
"7016";"Kaldárselsvegur Hlíðarþúfa";220;"Hesthús";3200000;0;68,1;46990
"7017";"Norðurbraut";801;"Jörð/Lóð";2500000;0;10392;241
"7018";"Norðurbraut";801;"Jörð/Lóð";2500000;0;10,39;240616
"7019";"Hafnargata";415;"Hæðir";6900000;3;86,1;80139
"7022";"Vitastígur";415;"Fjölbýli";7900000;4;101,1;78140
"7023";"Selás ";310;"Nýbygging";2900000;0;342,9;8457
"7024";"B-tröð";110;"Hesthús";7800000;1;104;75000
"7026";"Hlíðarvegur";625;"Einbýli";12000000;6;180,9;66335
"7027";"Kerhraun";801;"Jörð/Lóð";4500000;0;5630;799
"7028";"Hraunsalir";801;"Jörð/Lóð";2000000;0;5525;362
"7034";"Miðland, Hörgársveit";601;"Jörð/Lóð";12500000;0;180;69444
"7037";"Almannadalur";110;"Hesthús";13500000;0;132,8;101657
