"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Heiðarholt";230;"Fjölbýli";23000000;3;84,2;"2017-02-14";273159
"3";"Smárahlíð";603;"Fjölbýli";14500000;2;44,2;"2017-02-14";328054
"7";"Mardalur";260;"Par/Raðhús";33000000;5;213,8;"2017-02-14";154350
"8";"Kríuás";221;"Fjölbýli";44900000;5;129,8;"2017-02-14";345917
"9";"Hamraborg";200;"Fyrirt.";325000000;5;954,7;"2017-02-14";340421
"10";"Mánagrund";230;"Hesthús";13900000;0;153,4;"2017-02-14";90613
"11";"Grandavegur";107;"Fjölbýli";83700000;4;124,9;"2017-02-14";670136
"12";"Grænatunga";200;"Hæðir";57900000;5;160,3;"2017-02-14";361198
"15";"Klapparhlíð";270;"Fjölbýli";46500000;4;112,6;"2017-02-14";412966
"16";"Suðurhvammur";220;"Fjölbýli";39500000;4;105,2;"2017-02-14";375475
"18";"Þorláksgeisli";113;"Fjölbýli";45900000;4;137,6;"2017-02-14";333576
"19";"Njálsgata";101;"Fjölbýli";38900000;4;81,9;"2017-02-14";474969
"20";"Borgarmýri";550;"Atvinnuhús";100000000;0;3968,3;"2017-02-14";25200
"21";"Birkiholt";225;"Fjölbýli";30900000;2;76,2;"2017-02-14";405512
"22";"Berjavellir";221;"Fjölbýli";35900000;3;85,7;"2017-02-14";418903
"23";"Laugavegur - Rishæð";101;"Fjölbýli";65500000;3;75,9;"2017-02-14";862978
"24";"Laugavegur";101;"Fjölbýli";68500000;3;85,5;"2017-02-14";801170
"25";"Laugavegur";101;"Fjölbýli";64600000;2;84,1;"2017-02-14";768133
