"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Garðatorg";210;"Fjölbýli";65500000;3;106,8;"2016-11-09";613296
"2";"Garðatorg";210;"Fjölbýli";57500000;3;119,2;"2016-11-09";482383
"3";"Naustabryggja";110;"Fjölbýli";44900000;4;108,3;"2016-11-09";414589
"4";"Garðatorg";210;"Fjölbýli";39900000;2;79,4;"2016-11-09";502519
"6";"Blásalir";201;"Fjölbýli";41900000;3;100;"2016-11-09";419000
"7";"Lundur ";200;"Fjölbýli";74000000;4;153,2;"2016-11-09";483029
"8";"Lundur ";200;"Fjölbýli";87500000;4;158,2;"2016-11-09";553097
"9";"Túnfit";210;"Einbýli";129000000;8;307,5;"2016-11-09";419512
"10";"Karfavogur";104;"Fjölbýli";34900000;3;97,1;"2016-11-09";359423
"11";"Hólsbraut";801;"Par/Raðhús";27800000;5;193,2;"2016-11-09";143892
"12";"Austurhof";845;"Einbýli";36000000;5;229,9;"2016-11-09";156590
"13";"Vatnsstígur";101;"Fjölbýli";54900000;2;112,5;"2016-11-09";488000
"14";"Langamýri";800;"Par/Raðhús";29900000;5;158,4;"2016-11-09";188763
"15";"Stekkjarhvammur";220;"Par/Raðhús";32900000;4;106,1;"2016-11-09";310085
"16";"Hrafnaland";603;"Einbýli";37000000;4;108,7;"2016-11-09";340386
"17";"Syðri-varðgjá Lóð";601;"Einbýli";78500000;6;295,1;"2016-11-09";266012
"18";"Lundur ";200;"Fjölbýli";79800000;4;153,8;"2016-11-09";518856
"19";"Lundur ";200;"Fjölbýli";78000000;4;151,6;"2016-11-09";514512
"20";"Lundur ";200;"Fjölbýli";76000000;4;158,6;"2016-11-09";479193
"21";"Lundur ";200;"Fjölbýli";74000000;4;154,3;"2016-11-09";479585
"22";"Iðavellir";230;"Atvinnuhús";15000000;0;115;"2016-11-09";130435
"24";"3ja herbergja íbúð";170;"Fjölbýli";40500000;3;110;"2016-11-09";368182
"25";"Garðastræti";101;"Atvinnuhús";37700000;2;58,9;"2016-11-09";640068
