"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Rauðhella";221;"Atvinnuhús";49900000;0;302,3;"2016-09-06";165068
"2";"Ægisbraut";300;"Atvinnuhús";21900000;0;202,7;"2016-09-06";108041
"3";"Hólavegur";620;"Einbýli";23900000;9;231,8;"2016-09-06";103106
"4";"Árvegur";800;"Einbýli";59900000;8;261,2;"2016-09-06";229326
"5";"Sólvellir";600;"Fjölbýli";32800000;8;225,8;"2016-09-06";145261
"6";"Lyngháls";110;"Atvinnuhús";54900000;0;317,9;"2016-09-06";172696
"7";"Reykjarhólsvegur";560;"Sumarhús";7500000;3;50;"2016-09-06";150000
"8";"Kleppsvegur";105;"Fjölbýli";32500000;4;101,5;"2016-09-06";320197
"9";"Breiðagerði ";190;"Jörð/Lóð";6000000;0;3000;"2016-09-06";2000
"10";"Laxatunga";270;"Par/Raðhús";64900000;6;259,8;"2016-09-06";249808
"12";"Aðalstræti";600;"Hæðir";41900000;5;212,3;"2016-09-06";197362
"13";"Norðurbakki";220;"Fjölbýli";45900000;4;130,5;"2016-09-06";351724
"14";"Hallkelshólar lóð";801;"Sumarhús";19900000;3;69,5;"2016-09-06";286331
"15";"Ásatún";600;"Fjölbýli";29900000;4;101,7;"2016-09-06";294002
"16";"Bárugata";101;"Hæðir";54900000;4;93,2;"2016-09-06";589056
"18";"Lyngás";210;"Fjölbýli";35700000;2;60;"2016-09-06";595000
"19";"Bjarmastígur";600;"Fjölbýli";42900000;5;191,1;"2016-09-06";224490
"20";"Þelamörk";801;"Par/Raðhús";37000000;0;120,4;"2016-09-06";307309
"22";"Trönuhraun";220;"Atvinnuhús";17900000;2;47,4;"2016-09-06";377637
"23";"Dynhvammur";311;"Jörð/Lóð";8500000;0;3343;"2016-09-06";2543
