"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Efstaland";108;"Fjölbýli";26900000;2;45;"2016-11-26";597778
"2";"Jöldugróf";108;"Einbýli";45900000;4;112;"2016-11-26";409821
"3";"Eskihlíð";105;"Fjölbýli";42500000;4;118,3;"2016-11-26";359256
"5";"Þykkvibær";110;"Einbýli";64900000;5;167,6;"2016-11-26";387232
"6";"Bólstaðarhlíð";105;"Fjölbýli";32900000;3;69,9;"2016-11-26";470672
"7";"Holtsvegur";210;"Fjölbýli";79900000;4;131,8;"2016-11-26";606222
"8";"Reykjasíða";603;"Einbýli";53000000;5;180,9;"2016-11-26";292980
"9";"Holtsvegur";210;"Fjölbýli";64900000;2;91;"2016-11-26";713187
"10";"Holtsvegur";210;"Fjölbýli";47900000;3;111;"2016-11-26";431532
"11";"Holtsvegur";210;"Fjölbýli";47900000;4;112,5;"2016-11-26";425778
"12";"Holtsvegur";210;"Fjölbýli";69900000;3;100;"2016-11-26";699000
"13";"Holtsvegur";210;"Fjölbýli";69900000;3;106,1;"2016-11-26";658812
"14";"Þórsberg";220;"Fjölbýli";33900000;3;80;"2016-11-26";423750
"15";"Hátún";105;"Fjölbýli";26900000;2;52,8;"2016-11-26";509470
"16";"Hverafold";112;"Fjölbýli";34900000;3;80,8;"2016-11-26";431931
"17";"Grandavegur";107;"Fjölbýli";24900000;2;41,4;"2016-11-26";601449
"18";"Hlynsalir";201;"Fjölbýli";39700000;3;102,5;"2016-11-26";387317
"19";"Miðskógar";225;"Einbýli";99000000;8;375,2;"2016-11-26";263859
"20";"Reykir Skagafirði";560;"Jörð/Lóð";69000000;0;1,66;"2016-11-26";41566265
"21";"Rauðavað";110;"Fjölbýli";47900000;4;117,7;"2016-11-26";406967
"22";"Reiðvað";110;"Fjölbýli";34500000;3;74,7;"2016-11-26";461847
"23";"Álalind";201;"Fjölbýli";44900000;4;99,9;"2016-11-26";449449
"24";"Álalind";201;"Fjölbýli";54900000;5;121,9;"2016-11-26";450369
"25";"Dísaborgir ";112;"Fjölbýli";41900000;4;96,2;"2016-11-26";435551
