"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Álfheimar";104;"Atvinnuhús";170000000;0;846,5;"2016-09-26";200827
"2";"Hraundalur";260;"Einbýli";53900000;6;204;"2016-09-26";264216
"3";"Ölduslóð ";220;"Fjölbýli";27500000;3;68,9;"2016-09-26";399129
"4";"Lækjargata";220;"Fjölbýli";32900000;3;84,3;"2016-09-26";390273
"5";"Tjarnargata";245;"Atvinnuhús";32000000;0;302,6;"2016-09-26";105750
"6";"Efsti-dalur Lóð";801;"Sumarhús";15500000;4;45,5;"2016-09-26";340659
"7";"Herjólfsgata";220;"Fjölbýli";45900000;3;92,3;"2016-09-26";497291
"8";"Seljaland";800;"Par/Raðhús";27500000;3;88,2;"2016-09-26";311791
"11";"Frostaskjól";107;"Par/Raðhús";87500000;7;285,1;"2016-09-26";306910
"12";"Austurkór";203;"Par/Raðhús";57900000;4;176;"2016-09-26";328977
"14";"Vallakór";203;"Fjölbýli";41900000;3;123,8;"2016-09-26";338449
"15";"Álfholt (opið hús)";220;"Fjölbýli";33900000;5;106,1;"2016-09-26";319510
"16";"Álfholt (opið Hús)";220;"Fjölbýli";33900000;5;106,1;"2016-09-26";319510
"17";"Álfholt";220;"Fjölbýli";33900000;5;106,1;"2016-09-26";319510
"18";"Daltún";200;"Einbýli";71800000;8;265,6;"2016-09-26";270331
"19";"Breiðamörk";810;"Atvinnuhús";75000000;9;546;"2016-09-26";137363
"20";"Þúfubarð";220;"Fjölbýli";34900000;4;109,4;"2016-09-26";319013
"23";"Efstaland";270;"Par/Raðhús";57900000;4;165,2;"2016-09-26";350484
"24";"Álftarimi";800;"Fjölbýli";18900000;3;103,8;"2016-09-26";182081
"25";"Smiðjuvegur";200;"Atvinnuhús";1;1;315,2;"2016-09-26";0
