"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Starmýri";108;"Atvinnuhús";150000;0;100;"2016-12-06";1500
"2";"Melás";260;"Einbýli";8900000;7;305,8;"2016-12-06";29104
"3";"Leirvogstunga";270;"Jörð/Lóð";18500000;0;802,3;"2016-12-06";23059
"4";"Laxatunga";270;"Jörð/Lóð";15000000;0;650;"2016-12-06";23077
"5";"Laxatunga";270;"Jörð/Lóð";17000000;0;967,5;"2016-12-06";17571
"6";"Laxatunga";270;"Jörð/Lóð";15000000;0;676;"2016-12-06";22189
"7";"Laxatunga";270;"Jörð/Lóð";14000000;0;676;"2016-12-06";20710
"8";"Hjallavegur";260;"Fjölbýli";24000000;4;92;"2016-12-06";260870
"9";"Heiðarholt";230;"Fjölbýli";16900000;2;60,5;"2016-12-06";279339
"10";"Arnarsmári";201;"Fjölbýli";37900000;4;98;"2016-12-06";386735
"12";"Drápuhlíð";105;"Hæðir";29800000;2;66,2;"2016-12-06";450151
"13";"Skálatún ";600;"Par/Raðhús";44000000;4;136,7;"2016-12-06";321873
"14";"Ránargata ";101;"Fjölbýli";39900000;3;82,2;"2016-12-06";485401
"15";"Skálateigur";600;"Fjölbýli";30400000;3;99,5;"2016-12-06";305528
"16";"Hlíðarvegur";400;"Einbýli";25000000;6;187,5;"2016-12-06";133333
"17";"Dvergaborgir";112;"Fjölbýli";33900000;3;85,7;"2016-12-06";395566
"18";"Laufrimi";112;"Par/Raðhús";61700000;6;183,9;"2016-12-06";335508
"19";"Kjarnagata";600;"Fjölbýli";31900000;3;101,2;"2016-12-06";315217
"20";"Álfheimar";104;"Fjölbýli";34900000;4;103,5;"2016-12-06";337198
"21";"Leirvogstunga";270;"Jörð/Lóð";18500000;0;756;"2016-12-06";24471
"22";"Grandavegur";107;"Atvinnuhús";65000000;0;285;"2016-12-06";228070
"23";"Asparfell";111;"Fjölbýli";33500000;4;132;"2016-12-06";253788
"24";"Þórsgata";101;"Fjölbýli";42900000;2;92,9;"2016-12-06";461787
"25";"Þórsgata";101;"Fjölbýli";37900000;2;74,8;"2016-12-06";506684
