"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Lindargata";101;"Fjölbýli";49700000;3;85,1;"2016-10-08";584019
"3";"Vallarbraut ";170;"Einbýli";75900000;5;198,1;"2016-10-08";383140
"5";"Fáfnisnes";101;"Par/Raðhús";49900000;3;106,3;"2016-10-08";469426
"6";"Skólavörðustígur";101;"Fjölbýli";89900000;3;119,2;"2016-10-08";754195
"7";"Fjölnisvegur";101;"Fjölbýli";59800000;4;119,3;"2016-10-08";501257
"8";"Hólagata";190;"Einbýli";37900000;3;154,5;"2016-10-08";245307
"9";"Krummahólar";111;"Fjölbýli";40900000;5;161,6;"2016-10-08";253094
"10";"Nesvegur";107;"Hæðir";43900000;4;98,5;"2016-10-08";445685
"11";"Blönduhlíð";105;"Hæðir";61900000;5;172,8;"2016-10-08";358218
"12";"Lyngás";210;"Fjölbýli";48900000;5;116,7;"2016-10-08";419023
"13";"Mánatún ";105;"Fjölbýli";47900000;2;87;"2016-10-08";550575
"14";"Mánatún ";105;"Fjölbýli";44900000;2;77,2;"2016-10-08";581606
"15";"Mánatún ";105;"Fjölbýli";40900000;2;77,7;"2016-10-08";526384
"16";"Mánatún ";105;"Fjölbýli";48900000;2;104,9;"2016-10-08";466158
"17";"Mánatún ";105;"Fjölbýli";39900000;2;77;"2016-10-08";518182
"18";"Lyngás";210;"Fjölbýli";48900000;5;112,7;"2016-10-08";433895
"20";"Holtsvegur";210;"Fjölbýli";64900000;2;91;"2016-10-08";713187
"21";"Naustabryggja";110;"Fjölbýli";44500000;4;114,8;"2016-10-08";387631
"22";"Vesturberg";111;"Fjölbýli";25900000;2;63,6;"2016-10-08";407233
"24";"Háteigur";230;"Fjölbýli";26900000;3;117,6;"2016-10-08";228741
"25";"Freyjubrunnur";113;"Fjölbýli";53900000;4;143,3;"2016-10-08";376134
