"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Vatnsveituvegur Fákur";110;"Hesthús";16000000;0;45;"2017-01-27";355556
"2";"Brattagata ";310;"Hæðir";25900000;5;133,1;"2017-01-27";194591
"3";"Glæsibær";110;"Einbýli";78900000;7;210,4;"2017-01-27";375000
"4";"Víkurás";110;"Fjölbýli";36900000;4;111,1;"2017-01-27";332133
"6";"Holtabyggð";845;"Sumarhús";24900000;3;65,6;"2017-01-27";379573
"7";"Skúlagata ";311;"Fjölbýli";28700000;3;90;"2017-01-27";318889
"8";"Birkigrund";800;"Par/Raðhús";31700000;4;128,6;"2017-01-27";246501
"9";"Herjólfsgata";220;"Fjölbýli";55900000;4;110,9;"2017-01-27";504058
"10";"Brekkuhvarf";203;"Einbýli";79500000;7;269,2;"2017-01-27";295319
"12";"Eskivellir";221;"Fjölbýli";42900000;4;127,3;"2017-01-27";336999
"13";"Fossaleynir";112;"Atvinnuhús";38500000;2;176,5;"2017-01-27";218130
"14";"Sólvallagata";230;"Hæðir";33900000;4;143;"2017-01-27";237063
"15";"Lyngholt";603;"Fjölbýli";33500000;3;175,6;"2017-01-27";190774
"17";"Laufrimi";112;"Fjölbýli";35900000;3;84,7;"2017-01-27";423849
"20";"Vogatunga";200;"Par/Raðhús";44900000;2;73,5;"2017-01-27";610884
"21";"Austurtún";225;"Par/Raðhús";51900000;6;189,5;"2017-01-27";273879
"22";"*lækkað Verð* Grandavegur";107;"Fjölbýli";23900000;2;41,4;"2017-01-27";577295
"23";"Mánatún (opið hús)";105;"Fjölbýli";52500000;3;120,5;"2017-01-27";435685
"24";"Mánatún (opið hús)";105;"Fjölbýli";82900000;4;182,9;"2017-01-27";453253
