"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Fossvellir";640;"Einbýli";32000000;6;153,3;"2016-10-26";208741
"2";"Valhúsabraut";170;"Fjölbýli";54900000;4;154,4;"2016-10-26";355570
"3";"Dvergaborgir";112;"Fjölbýli";33900000;3;85,7;"2016-10-26";395566
"4";"Þrastahólar";801;"Jörð/Lóð";1200000;0;7804;"2016-10-26";154
"5";"Þrastahólar ";801;"Jörð/Lóð";1200000;0;7596;"2016-10-26";158
"6";"Þrastahólar ";801;"Jörð/Lóð";1200000;0;5133;"2016-10-26";234
"7";"Þrastahólar ";801;"Jörð/Lóð";1200000;0;8947;"2016-10-26";134
"8";"Skarðsbraut";300;"Fjölbýli";22400000;3;116,2;"2016-10-26";192771
"9";"Akurbraut";260;"Einbýli";36900000;5;174,4;"2016-10-26";211583
"10";"Hesthús Kaplaskeið";220;"Hesthús";9900000;0;52,9;"2016-10-26";187146
"11";"Klapparhraun";851;"Jörð/Lóð";3600000;0;51,5;"2016-10-26";69903
"13";"Laugarásvegur";104;"Atvinnuhús";39900000;0;135,8;"2016-10-26";293814
"14";"Strandvegur";210;"Fjölbýli";47900000;3;116,7;"2016-10-26";410454
"15";"Njarðargrund";210;"Fjölbýli";27900000;3;62;"2016-10-26";450000
"16";"Austurgata ";220;"Fjölbýli";35900000;3;83,3;"2016-10-26";430972
"17";"Gaukshólar";111;"Fjölbýli";25900000;2;61,2;"2016-10-26";423203
"18";"Eyjaholt";250;"Par/Raðhús";15000000;3;96,8;"2016-10-26";154959
"19";"Einigrund";300;"Fjölbýli";20900000;4;109,2;"2016-10-26";191392
"20";"Vesturgata";300;"Einbýli";20500000;5;129,1;"2016-10-26";158792
"21";"Syðri-reykir Lóð";801;"Sumarhús";3900000;0;25,1;"2016-10-26";155378
"22";"Eskivellir";221;"Fjölbýli";30500000;2;71,4;"2016-10-26";427171
"23";"Tröllakór";203;"Fjölbýli";38900000;3;107,7;"2016-10-26";361188
"24";"Mýrar";450;"Einbýli";19900000;6;262,9;"2016-10-26";75694
"25";"Seilugrandi";107;"Fjölbýli";29900000;2;50,4;"2016-10-26";593254
