"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Ásbraut";200;"Fjölbýli";33500000;5;121,2;"2016-09-12";276403
"2";"Birkiteigur";270;"Hæðir";53500000;5;207,7;"2016-09-12";257583
"3";"Iðavellir";640;"Einbýli";29500000;4;155,1;"2016-09-12";190200
"4";"Skógarvegur";103;"Fjölbýli";72100000;3;126,5;"2016-09-12";569960
"5";"Skógarvegur";103;"Fjölbýli";64800000;3;116,9;"2016-09-12";554320
"6";"Gyðufell";111;"Fjölbýli";25900000;3;85;"2016-09-12";304706
"7";"Nýbýlavegur";200;"Fjölbýli";32900000;3;73;"2016-09-12";450685
"8";"Staðarhraun";240;"Einbýli";34900000;4;164,5;"2016-09-12";212158
"9";"Vatnsstígur";101;"Fjölbýli";64900000;4;135,3;"2016-09-12";479675
"10";"Vogatunga";200;"Par/Raðhús";55000000;8;266,5;"2016-09-12";206379
"12";"Vallakór";203;"Fjölbýli";43500000;3;136,7;"2016-09-12";318215
"13";"Hamraborg";200;"Atvinnuhús";64900000;0;267,8;"2016-09-12";242345
"14";"Líkamsræktarstöð Að Borgarbraut";350;"Fyrirt.";7900000;0;135,5;"2016-09-12";58303
"15";"Lundur";200;"Fjölbýli";59500000;3;112,9;"2016-09-12";527015
"16";"Völuteigur";270;"Atvinnuhús";69000000;1;365,6;"2016-09-12";188731
"18";"Hjallavegur";104;"Einbýli";75000000;5;255;"2016-09-12";294118
"19";"Fáfnisnes";101;"Par/Raðhús";49900000;3;106,3;"2016-09-12";469426
"20";"Furugrund ";200;"Fjölbýli";28900000;3;73,6;"2016-09-12";392663
"21";"Lundur";200;"Fjölbýli";54500000;3;111;"2016-09-12";490991
"22";"Lundur";200;"Fjölbýli";48500000;2;114;"2016-09-12";425439
"23";"Lundur";200;"Fjölbýli";57000000;3;114,2;"2016-09-12";499124
"24";"Lundur";200;"Fjölbýli";68500000;4;152,7;"2016-09-12";448592
"25";"Lundur";200;"Fjölbýli";74000000;4;155,2;"2016-09-12";476804
