"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Smárabraut";540;"Par/Raðhús";23000000;3;97,8;"2016-07-10";235174
"3";"t Bær Veitingahús Selvogi";816;"Fyrirt.";55000000;1;99,8;"2016-07-10";551102
"4";"Kvennagönguhólar ";801;"Jörð/Lóð";1900000;0;6100;"2016-07-10";311
"5";"Kvennagönguhólar ";801;"Jörð/Lóð";1900000;0;7600;"2016-07-10";250
"6";"Kvennagönguhólar";801;"Jörð/Lóð";1900000;0;8200;"2016-07-10";232
"7";"Kvennagönguhólar ";801;"Jörð/Lóð";1900000;0;6200;"2016-07-10";306
"8";"Kvennagönghólar";801;"Jörð/Lóð";1900000;0;8200;"2016-07-10";232
"9";"Kvennagönguhólar";801;"Jörð/Lóð";1900000;0;8000;"2016-07-10";238
"10";"Kvennagönguhólar ";801;"Jörð/Lóð";1900000;0;7300;"2016-07-10";260
"11";"Kvennagönguhólar";801;"Jörð/Lóð";1900000;0;63000;"2016-07-10";30
"12";"Stórikriki";270;"Fjölbýli";39900000;4;117,1;"2016-07-10";340734
"13";"Hellagata";210;"Fjölbýli";48500000;4;120,2;"2016-07-10";403494
"14";"Hellagata";210;"Fjölbýli";53900000;4;140,3;"2016-07-10";384177
"15";"Hellagata";210;"Fjölbýli";36900000;3;94,5;"2016-07-10";390476
"16";"Heiðarlundur (opið hús)";210;"Hæðir";64900000;8;234,6;"2016-07-10";276641
"17";"Skjólbraut";200;"Hæðir";25900000;2;73,3;"2016-07-10";353342
"18";"Holtsvegur";210;"Fjölbýli";42900000;4;112,5;"2016-07-10";381333
"19";"Holtsvegur";210;"Fjölbýli";44900000;4;114,9;"2016-07-10";390775
"20";"Holtsvegur";210;"Fjölbýli";43900000;4;114,1;"2016-07-10";384750
"21";"Skólavörðustígur";101;"Fjölbýli";110000000;3;119,2;"2016-07-10";922819
"22";"Háteigsvegur";105;"Fjölbýli";28000000;4;82,2;"2016-07-10";340633
"23";"Rjúpufell";111;"Fjölbýli";28300000;4;108,5;"2016-07-10";260829
"24";"Mánatún";105;"Fjölbýli";49800000;3;107,2;"2016-07-10";464552
