"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"2";"Heiðarhvammur";230;"Fjölbýli";18500000;2;62,4;"2017-02-07";296474
"7";"Norðurgata";600;"Fjölbýli";25900000;3;99,3;"2017-02-07";260826
"8";"Garðatorg";210;"Fjölbýli";74900000;3;138,5;"2017-02-07";540794
"10";"Langamýri ";210;"Einbýli";60000000;7;228,1;"2017-02-07";263043
"12";"Arnarsmári";201;"Fjölbýli";37900000;4;98;"2017-02-07";386735
"13";"Langamýri ";210;"Einbýli";60000000;6;228,1;"2017-02-07";263043
"14";"Keilusíða";603;"Fjölbýli";22900000;3;96,4;"2017-02-07";237552
"15";"Skerjabraut";170;"Fjölbýli";61900000;4;110;"2017-02-07";562727
"16";"Maríubaugur";113;"Par/Raðhús";67000000;5;148,7;"2017-02-07";450572
"17";"Brókarstígur ";311;"Sumarhús";25900000;6;87,7;"2017-02-07";295325
"18";"Gráhella";800;"Par/Raðhús";29900000;4;91,7;"2017-02-07";326063
"20";"Gráhella";800;"Par/Raðhús";31500000;4;93,4;"2017-02-07";337259
"21";"Perlukór";203;"Fjölbýli";89000000;5;255;"2017-02-07";349020
"25";"Kotabyggð";601;"Sumarhús";19500000;3;52,9;"2017-02-07";368620
