"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Dyngjuvegur";104;"Einbýli";129900000;8;350,2;"2016-09-14";370931
"2";"Kiðjaberg lóð";800;"Sumarhús";32900000;3;111,6;"2016-09-14";294803
"3";"Boðaþing";203;"Fjölbýli";28500000;2;52,2;"2016-09-14";545977
"4";"Laugarásvegur";104;"Fjölbýli";34500000;4;87,6;"2016-09-14";393836
"6";"Akurvellir";221;"Fjölbýli";45900000;5;157,7;"2016-09-14";291059
"7";"Víðihvammur";200;"Einbýli";79900000;6;236;"2016-09-14";338559
"8";"Höfði lóð";620;"Sumarhús";31500000;3;131,6;"2016-09-14";239362
"9";"Mánatún";105;"Fjölbýli";54700000;3;111,2;"2016-09-14";491906
"10";"Mánatún";105;"Fjölbýli";52500000;3;120,5;"2016-09-14";435685
"11";"Mánatún";105;"Fjölbýli";63900000;3;127,3;"2016-09-14";501964
"13";"Þórðarsveigur Opið Hús";113;"Fjölbýli";34900000;3;98,7;"2016-09-14";353597
"14";"Eyktarás";110;"Fjölbýli";28900000;3;75,3;"2016-09-14";383798
"15";"Eyrarflöt";300;"Fjölbýli";31600000;4;107,3;"2016-09-14";294501
"16";"Jaðarsbraut";300;"Fjölbýli";27900000;3;97,7;"2016-09-14";285568
"19";"Auðbrekka";200;"Atvinnuhús";36000000;0;152,4;"2016-09-14";236220
"20";"Hofsbót";600;"Atvinnuhús";19900000;8;135,5;"2016-09-14";146863
"21";"Birkiteigur";230;"Einbýli";42000000;5;179,3;"2016-09-14";234244
"23";"Desjamýri";270;"Atvinnuhús";35500000;0;2468;"2016-09-14";14384
"24";"Hlíðarvegur";400;"Hæðir";10000000;3;73,3;"2016-09-14";136426
"25";"Þingholtsstræti";101;"Fjölbýli";34900000;4;72,7;"2016-09-14";480055
