"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Tungusel";109;"Fjölbýli";29800000;4;113,2;"2016-07-23";263251
"3";"Flókagata";220;"Fjölbýli";36900000;6;186,1;"2016-07-23";198280
"4";"Lækjargata";101;"Fjölbýli";97500000;0;105;"2016-07-23";928571
"5";"Kríuhólar";111;"Fjölbýli";35000000;5;121,4;"2016-07-23";288303
"6";"Mánatún";105;"Fjölbýli";63900000;3;127,3;"2016-07-23";501964
"8";"Mánatún";105;"Fjölbýli";54700000;3;111,2;"2016-07-23";491906
"9";"Rauðarárstígur";105;"Fjölbýli";27900000;3;60;"2016-07-23";465000
"10";"Bólstaðarhlíð";105;"Fjölbýli";42900000;4;138,4;"2016-07-23";309971
"11";"Réttarbakki";109;"Par/Raðhús";49900000;7;211,2;"2016-07-23";236269
"12";"Fjallakór";200;"Fjölbýli";135000000;7;307,5;"2016-07-23";439024
"13";"Hólmgarður";108;"Fjölbýli";38900000;4;95,2;"2016-07-23";408613
"14";"Laugarnesvegur";105;"Fjölbýli";31900000;3;81,9;"2016-07-23";389499
"15";"Eyktarás";110;"Fjölbýli";28900000;3;76,7;"2016-07-23";376793
"16";"Mánatún";105;"Fjölbýli";56500000;3;129,5;"2016-07-23";436293
"18";"Víkurás";110;"Fjölbýli";22900000;2;58,8;"2016-07-23";389456
"19";"Mánatún";105;"Fjölbýli";52500000;3;120,5;"2016-07-23";435685
"20";"Mánatún";105;"Fjölbýli";57900000;3;133,6;"2016-07-23";433383
"22";"Skógarás";110;"Fjölbýli";39900000;6;129,3;"2016-07-23";308585
"23";"Njálsgata";101;"Fjölbýli";34900000;3;74,1;"2016-07-23";470985
"24";"Heiðarbraut";300;"Einbýli";20000000;9;241;"2016-07-23";82988
