"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Skíðabraut";620;"Par/Raðhús";17900000;4;103,9;"2016-09-15";172281
"2";"Sunnubraut";300;"Einbýli";28300000;7;216,8;"2016-09-15";130535
"3";"Sílakvísl";110;"Fjölbýli";40900000;5;109,5;"2016-09-15";373516
"6";"Skipalón";220;"Fjölbýli";55800000;5;153,8;"2016-09-15";362809
"8";"Lækjarberg";221;"Einbýli";78900000;5;228,7;"2016-09-15";344993
"11";"Borgartún";105;"Fjölbýli";67500000;5;165,6;"2016-09-15";407609
"12";"Klukkurimi";112;"Fjölbýli";31500000;3;86,6;"2016-09-15";363741
"13";"Ennishvarf";203;"Einbýli";135000000;5;594,2;"2016-09-15";227196
"14";"Spóaás";221;"Einbýli";64900000;7;259,5;"2016-09-15";250096
"15";"Klapparstígur";101;"Fjölbýli";55900000;4;118,9;"2016-09-15";470143
"16";"Sólheimar";104;"Hæðir";55500000;5;162,9;"2016-09-15";340700
"17";"Klettakór";203;"Fjölbýli";56000000;4;174,2;"2016-09-15";321470
"18";"Rjúpnasalir";201;"Fjölbýli";37900000;3;94,8;"2016-09-15";399789
"19";"Laugavegur";101;"Fjölbýli";69900000;4;129,7;"2016-09-15";538936
"20";"Vesturberg";111;"Fjölbýli";28400000;4;98;"2016-09-15";289796
"21";"Ólafsgeisli";113;"Einbýli";76500000;7;233,7;"2016-09-15";327343
"22";"Hraunbær";110;"Fjölbýli";26500000;3;83,2;"2016-09-15";318510
"23";"Norðurbakki";220;"Fjölbýli";44900000;3;114;"2016-09-15";393860
"24";"Mánatún";105;"Fjölbýli";59700000;3;143,5;"2016-09-15";416028
