"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Vesturgata";300;"Einbýli";37500000;7;166,9;"2016-08-24";224685
"2";"Fannborg";200;"Fjölbýli";23900000;2;59,8;"2016-08-24";399666
"3";"Ástu-sólliljugata";270;"Jörð/Lóð";9500000;0;790,5;"2016-08-24";12018
"4";"Hallakur";210;"Fjölbýli";49900000;3;117,8;"2016-08-24";423599
"5";"Heiðarholt";250;"Par/Raðhús";13000000;4;146,6;"2016-08-24";88677
"6";"Langalína";210;"Fjölbýli";44900000;2;108,3;"2016-08-24";414589
"7";"Aðalstræti";600;"Fjölbýli";33000000;5;163,6;"2016-08-24";201711
"8";"Blómsturvellir";740;"Fjölbýli";15800000;4;111,1;"2016-08-24";142214
"9";"Glitvellir";221;"Fjölbýli";44800000;4;122,6;"2016-08-24";365416
"10";"Baugakór";203;"Fjölbýli";46500000;4;118,9;"2016-08-24";391085
"11";"Sóleyjarimi";112;"Fjölbýli";57900000;3;143,2;"2016-08-24";404330
"12";"Sóleyjarimi";112;"Fjölbýli";49900000;3;143,1;"2016-08-24";348707
"13";"Engjasel";109;"Fjölbýli";34900000;5;151,8;"2016-08-24";229908
"14";"Sóleyjarimi";112;"Fjölbýli";49900000;3;142,7;"2016-08-24";349685
"15";"Hringbraut Opið Hús";220;"Fjölbýli";28700000;3;73,1;"2016-08-24";392613
"18";"Grímkelsstaðir";801;"Sumarhús";17800000;4;70,4;"2016-08-24";252841
"19";"Móasíða";603;"Fjölbýli";18500000;2;70,4;"2016-08-24";262784
"20";"Snægil";603;"Fjölbýli";25900000;3;90;"2016-08-24";287778
"21";"Herjólfsgata";220;"Atvinnuhús";49900000;3;93,5;"2016-08-24";533690
"22";"Eskivellir";221;"Fjölbýli";31900000;3;84,6;"2016-08-24";377069
"23";"Safamýri";108;"Hæðir";210000000;16;498,1;"2016-08-24";421602
"24";"Mjóahlíð";105;"Hæðir";30500000;2;55,7;"2016-08-24";547576
"25";"Presthúsabraut";300;"Einbýli";11000000;4;80,4;"2016-08-24";136816
