"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Bauganes";101;"Einbýli";77900000;6;185,1;"2016-07-21";420854
"2";"Heiðarbraut";801;"Sumarhús";14900000;4;42,5;"2016-07-21";350588
"3";"Háteigsvegur";105;"Fjölbýli";31500000;3;79,3;"2016-07-21";397226
"4";"Hjallavegur";430;"Einbýli";14900000;5;122,2;"2016-07-21";121931
"5";"Flétturimi";112;"Fjölbýli";39300000;6;112,7;"2016-07-21";348713
"7";"Heiðarlundur";600;"Par/Raðhús";36800000;6;142,6;"2016-07-21";258065
"8";"Smiðsbúð";210;"Fjölbýli";25900000;2;61,5;"2016-07-21";421138
"9";"Álfheimar";104;"Fjölbýli";36900000;4;110;"2016-07-21";335455
"10";"Móhella";800;"Par/Raðhús";22990000;4;148,1;"2016-07-21";155233
"11";"Stekkjartún";600;"Par/Raðhús";66800000;4;208,9;"2016-07-21";319770
"13";"Skipasund";104;"Fjölbýli";25700000;2;57,7;"2016-07-21";445407
"15";"Móhella ";800;"Par/Raðhús";24960000;5;166,4;"2016-07-21";150000
"16";"Skútahraun";220;"Fjölbýli";125000;0;125;"2016-07-21";1000
"17";"Flatahraun";220;"Fjölbýli";190000;0;130;"2016-07-21";1462
"20";"Ásgarður";108;"Fjölbýli";33500000;3;88,9;"2016-07-21";376828
"21";"Aðalgata";230;"Atvinnuhús";89000000;16;406,9;"2016-07-21";218727
"22";"Stigahlíð";105;"Fjölbýli";30900000;3;83;"2016-07-21";372289
"23";"Pósthússtræti";101;"Fjölbýli";74900000;3;100,4;"2016-07-21";746016
"24";"Desjamýri";270;"Atvinnuhús";35500000;0;2468;"2016-07-21";14384
"25";"Holtabyggð";220;"Fjölbýli";33500000;4;97,6;"2016-07-21";343238
