"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Brúnavegur";801;"Sumarhús";19500000;3;58,8;"2016-10-22";331633
"2";"Laufengi";112;"Fjölbýli";28900000;3;83,8;"2016-10-22";344869
"3";"Ægisgata";340;"Einbýli";54900000;5;174,4;"2016-10-22";314794
"5";"Dalsel";109;"Fjölbýli";35700000;5;112;"2016-10-22";318750
"6";"Vogatunga";270;"Jörð/Lóð";11900000;0;909,3;"2016-10-22";13087
"7";"Langholtsvegur";104;"Fjölbýli";21000000;2;62;"2016-10-22";338710
"9";"Kjarrhólmi";200;"Fjölbýli";25900000;3;75,1;"2016-10-22";344874
"11";"Eiðismýri";170;"Par/Raðhús";79900000;5;201,6;"2016-10-22";396329
"12";"Friggjarbrunnur";113;"Fjölbýli";57800000;5;154,6;"2016-10-22";373868
"13";"Friggjarbrunnur";113;"Fjölbýli";49800000;4;127,6;"2016-10-22";390282
"14";"Friggjarbrunnur";113;"Fjölbýli";42600000;4;107,8;"2016-10-22";395176
"15";"Háaleitisbraut";108;"Fjölbýli";45800000;5;136,9;"2016-10-22";334551
"16";"Holtsvegur";210;"Fjölbýli";69900000;3;106,1;"2016-10-22";658812
"17";"Beykidalur";260;"Fjölbýli";28900000;4;115,6;"2016-10-22";250000
"18";"Lindarhvammur";200;"Einbýli";65900000;8;214,4;"2016-10-22";307369
"19";"Blönduhlíð";105;"Fjölbýli";26900000;2;60,7;"2016-10-22";443163
"20";"Trönuhjalli";200;"Fjölbýli";32800000;3;77,6;"2016-10-22";422680
"21";"Ásgarður";108;"Par/Raðhús";64900000;6;205,3;"2016-10-22";316123
"22";"Holtsvegur (penthouse)";210;"Fjölbýli";79900000;4;131,8;"2016-10-22";606222
"23";"Friggjarbrunnur";113;"Fjölbýli";49400000;4;125,4;"2016-10-22";393939
"24";"Kristnibraut";113;"Fjölbýli";36900000;3;113;"2016-10-22";326549
"25";"Sléttuvegur";103;"Fjölbýli";46500000;3;95,2;"2016-10-22";488445
