"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Helluvað ";110;"Fjölbýli";44700000;4;119,9;"2017-01-02";372811
"3";"Háholt";220;"Fjölbýli";37900000;4;105,3;"2017-01-02";359924
"5";"Snægil";603;"Fjölbýli";17800000;2;49,5;"2017-01-02";359596
"6";"Skessugil";603;"Fjölbýli";27900000;3;91,2;"2017-01-02";305921
"7";"Þrumutún";600;"Einbýli";69000000;5;215,9;"2017-01-02";319592
"9";"Rauðhella";221;"Atvinnuhús";49900000;2;302,3;"2017-01-02";165068
"11";"Brekatún";600;"Fjölbýli";37900000;4;120,6;"2017-01-02";314262
"14";"Bugðufljót";270;"Jörð/Lóð";69200000;0;9327;"2017-01-02";7419
"15";"Laugavegur";101;"Fjölbýli";34900000;3;74,7;"2017-01-02";467202
"16";"Kirkjuvellir";221;"Fjölbýli";40900000;4;124,3;"2017-01-02";329043
"17";"Jórusel";109;"Fjölbýli";190000;3;92;"2017-01-02";2065
"18";"Laxakvísl";110;"Par/Raðhús";76900000;8;284,7;"2017-01-02";270109
"20";"Hamraborg";200;"Atvinnuhús";40500000;0;162,3;"2017-01-02";249538
"22";"Grænás ";260;"Fjölbýli";21300000;4;108;"2017-01-02";197222
"23";"Vatnsnesvegur";230;"Hæðir";16650000;2;57,9;"2017-01-02";287565
