"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"2";"Birkiás";210;"Par/Raðhús";69700000;6;199;"2016-08-19";350251
"3";"Herjólfsgata";900;"Einbýli";34000000;5;171,6;"2016-08-19";198135
"4";"Grænlandsleið";113;"Par/Raðhús";64900000;4;234,2;"2016-08-19";277114
"5";"Hvammabraut";220;"Fjölbýli";22500000;2;65,4;"2016-08-19";344037
"6";"Vesturberg";111;"Par/Raðhús";48000000;5;206;"2016-08-19";233010
"7";"Holtabraut";801;"Par/Raðhús";22900000;5;226,8;"2016-08-19";100970
"8";"Akravellir";301;"Einbýli";48500000;5;225;"2016-08-19";215556
"9";"Fagrihjalli";200;"Par/Raðhús";52900000;6;194,9;"2016-08-19";271421
"10";"Lindarberg Opið Hús";221;"Hæðir";51900000;5;185,1;"2016-08-19";280389
"11";"Háahlíð";801;"Sumarhús";23900000;4;71,9;"2016-08-19";332406
"13";"Garðastræti";101;"Hæðir";94900000;7;234,7;"2016-08-19";404346
"14";"Hrauntunga";200;"Einbýli";71000000;7;193,2;"2016-08-19";367495
"15";"Týsgata";101;"Atvinnuhús";53200000;7;161,4;"2016-08-19";329616
"16";"Fiskislóð";107;"Atvinnuhús";176000000;0;1044;"2016-08-19";168582
"19";"Garðastræti";101;"Einbýli";150000000;10;273,8;"2016-08-19";547845
"20";"Austurbrún";104;"Fjölbýli";29500000;2;48,1;"2016-08-19";613306
"21";"Sólvallagata";230;"Fjölbýli";28900000;6;129,1;"2016-08-19";223857
"22";"Heiðarholt";230;"Fjölbýli";15300000;2;65,2;"2016-08-19";234663
"23";"Ennishvarf";203;"Einbýli";87000000;5;262,2;"2016-08-19";331808
"24";"Rauðamýri";270;"Fjölbýli";43900000;4;144;"2016-08-19";304861
