"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Klausturhólar sumarhús lóð";801;"Sumarhús";16900000;2;57;"2016-07-25";296491
"2";"Stakkholt";105;"Fjölbýli";43900000;2;88,1;"2016-07-25";498297
"4";"Asparfell";111;"Fjölbýli";22300000;2;52,6;"2016-07-25";423954
"5";"Laufdalur";260;"Par/Raðhús";37800000;4;166,7;"2016-07-25";226755
"6";"Stuðlaberg";220;"Fjölbýli";51900000;5;160,2;"2016-07-25";323970
"7";"Dalsel";109;"Fjölbýli";31500000;5;109,2;"2016-07-25";288462
"9";"Lyngmóar";210;"Fjölbýli";36900000;4;113,8;"2016-07-25";324253
"10";"Kelduhvammur";220;"Fjölbýli";40900000;4;155,5;"2016-07-25";263023
"11";"Strandgata";220;"Atvinnuhús";140000;0;52,2;"2016-07-25";2682
"12";"Hvassaleiti";103;"Fjölbýli";42900000;5;147;"2016-07-25";291837
"13";"Móabarð";220;"Einbýli";44900000;4;148,3;"2016-07-25";302765
"14";"Brattakinn";220;"Hæðir";37500000;4;127,1;"2016-07-25";295043
"15";"Lindargata";101;"Fjölbýli";57900000;3;97,7;"2016-07-25";592631
"16";"Kleifarsel";109;"Einbýli";330000;8;227,4;"2016-07-25";1451
"18";"Mánatún";105;"Fjölbýli";59700000;3;141,7;"2016-07-25";421313
"19";"Brautarholt";355;"Fjölbýli";24000000;5;201,4;"2016-07-25";119166
"20";"Kópalind";201;"Fjölbýli";49000000;4;148;"2016-07-25";331081
"22";"Smárahvammur";700;"Einbýli";29900000;6;183,2;"2016-07-25";163210
"23";"Lundur";200;"Fjölbýli";49500000;3;112,6;"2016-07-25";439609
"24";"Lundur";200;"Fjölbýli";56000000;3;117,9;"2016-07-25";474979
"25";"Lundur";200;"Fjölbýli";53000000;3;112,1;"2016-07-25";472792
