"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Þorláksgeisli ";113;"Fjölbýli";44900000;4;139,9;"2017-01-15";320944
"2";"2ja hæða Princesa Maria, Aguas Nuev";1000;"Par/Raðhús";16400000;4;75;"2017-01-15";218667
"4";"Glæsilegt Og Nýtt. la Mata. torrevi";1000;"Fjölbýli";17800000;2;60;"2017-01-15";296667
"5";"Garðatorg";210;"Fjölbýli";85000000;4;143,1;"2017-01-15";593990
"6";"Garðatorg";210;"Fjölbýli";145000000;4;187,1;"2017-01-15";774987
"7";"Garðatorg";210;"Fjölbýli";74800000;4;143,1;"2017-01-15";522711
"8";"Melbraut";250;"Einbýli";22500000;5;184;"2017-01-15";122283
"9";"Lomas De Cabo Roig";1000;"Fjölbýli";14400000;0;84;"2017-01-15";171429
"10";"Lyngás";210;"Fjölbýli";51900000;5;116,7;"2017-01-15";444730
"11";"Lyngás";210;"Fjölbýli";49200000;5;112,7;"2017-01-15";436557
"12";"Gnoðarvogur";104;"Fjölbýli";58800000;4;152,1;"2017-01-15";386588
"13";"Tropico";1000;"Fjölbýli";9500000;2;43;"2017-01-15";220930
"14";"Erluhólar";111;"Hæðir";42400000;4;130,7;"2017-01-15";324407
"15";"Sævargarðar (opið hús)";170;"Einbýli";83500000;6;192;"2017-01-15";434896
"16";"Engjaþing";203;"Fjölbýli";49700000;3;140,1;"2017-01-15";354747
"17";"Bogahlíð (opið hús)";105;"Fjölbýli";53900000;3;115,4;"2017-01-15";467071
"18";"Lundarbrekka";200;"Fjölbýli";34900000;3;86,5;"2017-01-15";403468
"19";"Freyjubrunnur Penthouse";113;"Fjölbýli";64900000;3;116,5;"2017-01-15";557082
"20";"Þórsgata";101;"Fjölbýli";32700000;3;57,7;"2017-01-15";566724
