"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Aðalstræti";600;"Fjölbýli";18900000;3;109,6;"2016-07-08";172445
"2";"Álftarimi";800;"Einbýli";34900000;5;203,5;"2016-07-08";171499
"3";"Álftamýri";108;"Fjölbýli";29900000;3;75,3;"2016-07-08";397078
"4";"Furulundur";600;"Par/Raðhús";42500000;3;121,4;"2016-07-08";350082
"5";"Kóngsbakki";109;"Fjölbýli";28700000;3;87,9;"2016-07-08";326507
"6";"Hafnarstræti ";600;"Fjölbýli";28900000;4;94,7;"2016-07-08";305174
"7";"Miðtún";105;"Fjölbýli";44900000;4;154,8;"2016-07-08";290052
"9";"Háteigsvegur";105;"Hæðir";295000;4;113,4;"2016-07-08";2601
"10";"Látraströnd";170;"Einbýli";89400000;5;242,8;"2016-07-08";368204
"11";"Eskivellir";221;"Fjölbýli";44900000;5;146,5;"2016-07-08";306485
"12";"Vesturhús";112;"Einbýli";92500000;6;396,5;"2016-07-08";233291
"13";"Ásakór";203;"Fjölbýli";44900000;4;160,5;"2016-07-08";279751
"14";"Boðaþing ";203;"Fjölbýli";39900000;3;118,8;"2016-07-08";335859
"15";"Boðaþing ";203;"Fjölbýli";39900000;3;117;"2016-07-08";341026
"16";"Skorradalur Vatnsendahlíð ";310;"Sumarhús";19800000;4;82;"2016-07-08";241463
"17";"Boðaþing";203;"Fjölbýli";64900000;3;143,9;"2016-07-08";451008
"18";"Mávahlíð";105;"Fjölbýli";36900000;3;89,7;"2016-07-08";411371
"19";"Asparhvarf";203;"Einbýli";71400000;5;236,7;"2016-07-08";301648
"20";"Boðaþing";203;"Fjölbýli";69900000;3;172;"2016-07-08";406395
"21";"Jöklafold";112;"Einbýli";75000000;10;318;"2016-07-08";235849
"22";"Boðaþing ";203;"Fjölbýli";45500000;3;117,2;"2016-07-08";388225
"23";"Boðaþing ";203;"Fjölbýli";38900000;2;111,9;"2016-07-08";347632
"24";"Víðihvammur";200;"Hæðir";35900000;3;84,2;"2016-07-08";426366
"25";"Brekkugata";600;"Fjölbýli";12500000;2;67,1;"2016-07-08";186289
