"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Brekkubyggð ";540;"Einbýli";18800000;6;175;"2016-12-11";107429
"2";"Glitvellir";221;"Fjölbýli";41900000;4;122,6;"2016-12-11";341762
"3";"Laxatunga";270;"Par/Raðhús";58700000;4;243,9;"2016-12-11";240672
"4";"Efri sérhæð á kostakjörum";1000;"Hæðir";8900000;3;75;"2016-12-11";118667
"5";"Álftamýri ";108;"Fjölbýli";39500000;4;125,4;"2016-12-11";314992
"6";"Miðhóp";240;"Par/Raðhús";35900000;4;141,9;"2016-12-11";252995
"8";"Jaðar";311;"Jörð/Lóð";160000000;0;40000000;"2016-12-11";4
"10";"Gljúfurárholt land";816;"Jörð/Lóð";22000000;0;17400000;"2016-12-11";1
"12";"Mávabraut";230;"Fjölbýli";23700000;4;95,2;"2016-12-11";248950
"13";"Funafold";112;"Par/Raðhús";68800000;5;227;"2016-12-11";303084
