"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Möðrufell";111;"Fjölbýli";25400000;3;77,3;"2016-09-22";328590
"2";"Laugavegur";101;"Fjölbýli";96000000;4;150,9;"2016-09-22";636183
"3";"Heiðarbraut";801;"Sumarhús";13500000;4;42,5;"2016-09-22";317647
"4";"Garðatorg";210;"Fjölbýli";68900000;3;99,8;"2016-09-22";690381
"5";"Eyrarflöt";300;"Fjölbýli";31900000;4;108,1;"2016-09-22";295097
"6";"Blikastígur";225;"Einbýli";43900000;4;150,9;"2016-09-22";290921
"7";"Fífuvellir Opið Hús";221;"Einbýli";59900000;6;203,3;"2016-09-22";294638
"8";"Holtsvegur";210;"Fjölbýli";61900000;4;141,1;"2016-09-22";438696
"9";"Hraunhólar";800;"Par/Raðhús";39900000;5;171,3;"2016-09-22";232925
"10";"Lindarbraut";170;"Hæðir";47900000;4;116,7;"2016-09-22";410454
"11";"Lambholt";801;"Sumarhús";31900000;4;98,8;"2016-09-22";322874
"12";"Núpalind";201;"Fjölbýli";39900000;3;93,8;"2016-09-22";425373
"13";"Naustahlein";210;"Par/Raðhús";35900000;3;77,5;"2016-09-22";463226
"15";"Unnarbraut";170;"Par/Raðhús";72900000;4;142,9;"2016-09-22";510147
"16";"Logafold";112;"Fjölbýli";31900000;3;85,6;"2016-09-22";372664
"17";"Lindargata";101;"Fjölbýli";38900000;5;212,6;"2016-09-22";182973
"18";"Kiðárbotnar";311;"Sumarhús";16500000;4;67,1;"2016-09-22";245902
"19";"Blönduhlíð";105;"Hæðir";49700000;5;121,9;"2016-09-22";407711
"20";"Dvergabakki";109;"Fjölbýli";29900000;3;94,9;"2016-09-22";315068
"21";"Teigasel";109;"Fjölbýli";17900000;1;43,3;"2016-09-22";413395
"22";"Strandgata";220;"Fjölbýli";49900000;3;114,4;"2016-09-22";436189
"23";"Glósalir";201;"Fjölbýli";32900000;2;75,3;"2016-09-22";436919
"24";"Heiðargil";230;"Einbýli";58000000;6;278;"2016-09-22";208633
