"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"2";"Hraunbær";810;"Par/Raðhús";37800000;3;143,3;"2017-01-26";263782
"4";"Vatnsstígur";101;"Fjölbýli";54900000;2;87;"2017-01-26";631034
"6";"Hraunkimi";320;"Sumarhús";12900000;3;55,2;"2017-01-26";233696
"7";"Lundargata";600;"Einbýli";36900000;5;160;"2017-01-26";230625
"8";"Garðatorg";210;"Fjölbýli";57500000;3;119,2;"2017-01-26";482383
"10";"Hjallabraut ";220;"Fjölbýli";39900000;5;129,6;"2017-01-26";307870
"11";"Bergstaðastræti";101;"Fjölbýli";44900000;3;92,6;"2017-01-26";484881
"13";"Trönuhraun";220;"Atvinnuhús";125000000;15;317,5;"2017-01-26";393701
"14";"Trönuhraun";220;"Atvinnuhús";32900000;4;155,1;"2017-01-26";212121
"15";"Norðurbrú";210;"Fjölbýli";44900000;3;103;"2017-01-26";435922
"17";"Þórðarsveigur";113;"Fjölbýli";45500000;4;119,2;"2017-01-26";381711
"18";"Naustabryggja";110;"Fjölbýli";33900000;2;65,1;"2017-01-26";520737
"19";"Bústaðavegur";108;"Fjölbýli";39900000;3;94,7;"2017-01-26";421331
"20";"Kjarrhólmi";200;"Fjölbýli";32900000;3;75,1;"2017-01-26";438083
"21";"Skarðshlíð ";603;"Fjölbýli";24900000;3;87,8;"2017-01-26";283599
"22";"Þverholt";230;"Einbýli";46000000;4;175;"2017-01-26";262857
"23";"Mýrarvegur";600;"Fjölbýli";25500000;2;69,9;"2017-01-26";364807
"24";"Norðurgata";600;"Hæðir";25900000;3;99,3;"2017-01-26";260826
"25";"Klettatröð";235;"Atvinnuhús";130000000;0;1720;"2017-01-26";75581
