"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Grandavegur - Opið Hús";107;"Fjölbýli";68400000;4;143,8;"2017-01-21";475661
"2";"Svöluás";221;"Par/Raðhús";60900000;0;208,3;"2017-01-21";292367
"4";"Hlíðarhjalli ";200;"Fjölbýli";35000000;3;78,4;"2017-01-21";446429
"5";"Barðavogur - Opið Hús ";104;"Fjölbýli";44700000;4;87,8;"2017-01-21";509112
"7";"Lomas De Cabo Roig";1000;"Fjölbýli";14400000;0;84;"2017-01-21";171429
"8";"Skarðsbraut";300;"Fjölbýli";28900000;4;113,1;"2017-01-21";255526
"9";"Melhólar";800;"Par/Raðhús";26000000;3;77,2;"2017-01-21";336788
"10";"Núpabakki";109;"Par/Raðhús";55900000;6;216,5;"2017-01-21";258199
"11";"Ennishvarf";203;"Fjölbýli";51900000;4;147,1;"2017-01-21";352821
"12";"Kóngsbakki";109;"Fjölbýli";33700000;4;96,8;"2017-01-21";348140
"13";"Digranesvegur";200;"Fjölbýli";39900000;4;115,1;"2017-01-21";346655
"14";"Meðalholt";105;"Fjölbýli";32900000;3;77,3;"2017-01-21";425614
"15";"Grandavegur";107;"Fjölbýli";24900000;2;41,4;"2017-01-21";601449
"16";"Þórsgata - Opið Hús";101;"Fjölbýli";31900000;3;57,7;"2017-01-21";552860
"17";"Lautasmári";203;"Fjölbýli";39800000;3;96,7;"2017-01-21";411582
"18";"Burknavellir";221;"Fjölbýli";49900000;5;157,6;"2017-01-21";316624
"19";"Freyjubrunnur";113;"Fjölbýli";42900000;3;92,1;"2017-01-21";465798
"20";"Hringbraut ";107;"Fjölbýli";44900000;3;92,5;"2017-01-21";485405
"21";"Suðurgata";580;"Einbýli";55900000;0;496;"2017-01-21";112702
"22";"Lundarbrekka";200;"Fjölbýli";37500000;5;109,1;"2017-01-21";343721
"23";"Svöluás";221;"Fjölbýli";36500000;3;86,9;"2017-01-21";420023
"24";"Torrevieja Glæsileg";1000;"Fjölbýli";21900000;3;82;"2017-01-21";267073
"25";"Tómasarhagi";107;"Fjölbýli";42900000;3;84;"2017-01-21";510714
